domain,n_rows,outlet_type
kilkennypeople.ie,3,local
hydrocarbonprocessing.com,3,trade
designworldonline.com,3,trade
channelweb.co.uk,3,trade
rappnews.com,3,local
missoulian.com,3,local
saudigazette.com.sa,3,national
newjerseytelegraph.com,3,wire_pr
biofuelsdigest.com,3,trade
channel3000.com,3,local
fuelcellsworks.com,3,trade
asiabulletin.com,3,wire_pr
dailyprogress.com,3,local
cambodiantimes.com,3,wire_pr
nbclosangeles.com,3,local
crainscleveland.com,3,local
en.vietnamplus.vn,3,national
idahopress.com,3,local
wired.com,3,national
thepeninsulaqatar.com,3,national
laosnews.net,3,wire_pr
insurancenewsnet.com,3,wire_pr
latimes.com,3,national
capitalethiopia.com,3,national
techcentral.ie,3,trade
japantimes.co.jp,3,national
techzine.eu,3,trade
albuquerqueexpress.com,3,wire_pr
venturesafrica.com,3,national
southeastasiapost.com,3,wire_pr
wtvr.com,3,local
deccanchronicle.com,3,national
tribuneonlineng.com,3,national
eenewseurope.com,3,trade
emirates247.com,3,national
crowdfundinsider.com,3,trade
newstalk.com,3,national
hngn.com,3,national
techrecur.com,3,trade
nonpareilonline.com,3,local
altenergymag.com,3,trade
wkzo.com,3,local
thetimes.co.uk,3,national
nrtoday.com,3,local
brazilbusiness.einnews.com,3,wire_pr
watfordobserver.co.uk,3,local
mbtmag.com,3,trade
world-nuclear-news.org,3,trade
biztechafrica.com,3,trade
local10.com,3,local
hometown-pages.com,3,wire_pr
europesun.com,3,wire_pr
10tv.com,3,local
scoop.co.nz,3,national
shanghaiist.com,3,other
ibtimes.com.au,3,national
columbustelegram.com,3,local
wtol.com,3,local
washingtonexaminer.com,3,national
punto.com.ph,3,local
westernpeople.ie,3,local
santafenewmexican.com,3,local
barrons.com,3,national
fudzilla.com,3,trade
economist.com,3,national
bubblear.com,3,wire_pr
htxt.co.za,3,trade
intelligentcio.com,3,trade
thestatesman.com,3,national
springfieldnewssun.com,3,local
wboi.org,3,local
wiltshiretimes.co.uk,3,local
thenextweb.com,3,national
wibc.com,3,local
thenews.com.pk,3,national
newcivilengineer.com,3,trade
rttnews.com,3,wire_pr
proactiveinvestors.com.au,3,national
nypost.com,3,national
asianinvestor.net,3,trade
expressnews.com,3,local
cpr.org,3,local
money.usnews.com,3,national
henricocitizen.com,3,local
cyprus-mail.com,3,national
thegazette.com,3,local
elpasoinc.com,3,local
hurriyetdailynews.com,3,national
breitbart.com,3,national
seattletimes.com,3,local
cleantechnica.com,3,trade
esi-africa.com,3,trade
achrnews.com,3,trade
nuclear-news.net,3,other
wemu.org,3,local
fingerlakes1.com,3,local
97rockonline.com,3,local
riotimesonline.com,3,national
rtoinsider.com,3,trade
cardinalcourieronline.com,3,wire_pr
wallstreetpit.com,3,national
neworleanscitybusiness.com,3,local
wsls.com,3,local
mankatofreepress.com,3,local
greenfieldreporter.com,3,local
virginiabusiness.com,3,local
singletonargus.com.au,3,local
naturalnews.com,3,other
americanbazaaronline.com,3,national
renewableenergyworld.com,3,trade
siliconvalley.com,3,local
pv-magazine.com,3,trade
wishtv.com,3,local
columbian.com,3,local
wvgazettemail.com,3,local
whas11.com,3,local
kitguru.net,3,trade
thebatavian.com,3,local
boisestatepublicradio.org,3,local
dailyreporter.com,3,trade
freemalaysiatoday.com,3,national
radio.wpsu.org,3,local
standardspeaker.com,3,local
wesa.fm,3,local
newser.com,3,national
wmtv15news.com,3,local
ktul.com,3,local
chicago.suntimes.com,3,local
ksdk.com,3,local
wsoctv.com,3,local
channellife.com.au,3,trade
newsitem.com,3,local
bridgemi.com,3,local
cbs4local.com,3,local
cnycentral.com,3,local
queanbeyanage.com.au,3,local
gowatertown.net,3,local
flagpole.com,3,local
michigandaily.com,3,local
13newsnow.com,3,local
13wmaz.com,3,local
firstalert4.com,3,local
alltoc.com,3,other
con-telegraph.ie,2,local
mtstandard.com,2,local
bloombergquint.com,2,national
bendbulletin.com,2,local
gigaom.com,2,trade
omaha.com,2,local
varinsights.com,2,trade
