id,relevant,sentiment,theme
5001,yes,positive,investment_buildout
5002,yes,neutral,policy_regulation
5003,yes,neutral,policy_regulation
5004,yes,negative,community_opposition
5005,yes,negative,community_opposition
5006,yes,negative,policy_regulation
5007,yes,negative,community_opposition
5008,yes,negative,environment_water
5009,yes,neutral,policy_regulation
5010,no,neutral,other
5011,yes,negative,policy_regulation
5012,no,neutral,other
5013,no,neutral,other
5014,yes,negative,community_opposition
5015,yes,neutral,community_opposition
5016,yes,negative,community_opposition
5017,yes,negative,community_opposition
5018,yes,negative,community_opposition
5019,yes,negative,community_opposition
5020,yes,negative,community_opposition
5021,yes,negative,policy_regulation
5022,yes,positive,environment_water
5023,yes,negative,community_opposition
5024,yes,neutral,policy_regulation
5025,yes,negative,environment_water
5026,yes,neutral,policy_regulation
5027,no,neutral,other
5028,yes,negative,environment_water
5029,yes,negative,environment_water
5030,yes,positive,energy_grid
5031,yes,neutral,investment_buildout
5032,yes,negative,environment_water
5033,yes,positive,tech_operations
5034,yes,positive,environment_water
5035,yes,negative,environment_water
5036,no,neutral,other
5037,yes,negative,environment_water
5038,yes,neutral,environment_water
5039,yes,negative,environment_water
5040,no,neutral,other
5041,yes,negative,environment_water
5042,yes,negative,environment_water
5043,yes,neutral,policy_regulation
5044,yes,neutral,policy_regulation
5045,no,neutral,other
5046,no,neutral,other
5047,no,neutral,other
5048,yes,negative,environment_water
5049,yes,neutral,community_opposition
5050,yes,negative,environment_water
5051,yes,negative,environment_water
5052,yes,negative,environment_water
5053,yes,negative,environment_water
5054,yes,positive,tech_operations
5055,yes,negative,environment_water
5056,yes,negative,environment_water
5057,yes,neutral,policy_regulation
5058,yes,neutral,environment_water
5059,yes,negative,environment_water
5060,yes,negative,environment_water
5061,yes,negative,policy_regulation
5062,yes,negative,community_opposition
5063,yes,negative,community_opposition
5064,yes,positive,environment_water
5065,yes,negative,policy_regulation
5066,yes,positive,environment_water
5067,yes,negative,environment_water
5068,yes,neutral,environment_water
5069,yes,neutral,environment_water
5070,yes,negative,environment_water
5071,yes,neutral,policy_regulation
5072,yes,positive,investment_buildout
5073,yes,negative,environment_water
5074,yes,positive,energy_grid
5075,yes,negative,community_opposition
5076,yes,negative,policy_regulation
5077,yes,neutral,environment_water
5078,yes,neutral,environment_water
5079,yes,negative,policy_regulation
5080,yes,negative,environment_water
5081,yes,neutral,environment_water
5082,yes,negative,policy_regulation
5083,no,neutral,other
5084,yes,negative,policy_regulation
5085,yes,negative,policy_regulation
5086,yes,negative,community_opposition
5087,yes,positive,investment_buildout
5088,yes,negative,community_opposition
5089,no,neutral,other
5090,yes,negative,policy_regulation
5091,no,neutral,other
5092,yes,positive,investment_buildout
5093,no,neutral,other
5094,yes,neutral,environment_water
5095,yes,negative,policy_regulation
5096,yes,negative,community_opposition
5097,yes,negative,environment_water
5098,yes,neutral,environment_water
5099,yes,negative,policy_regulation
5100,yes,negative,policy_regulation
5101,yes,negative,policy_regulation
5102,yes,negative,environment_water
5103,yes,negative,community_opposition
5104,yes,neutral,policy_regulation
5105,yes,positive,investment_buildout
5106,yes,negative,policy_regulation
5107,yes,negative,policy_regulation
5108,yes,negative,policy_regulation
5109,yes,negative,policy_regulation
5110,yes,neutral,investment_buildout
5111,yes,negative,environment_water
5112,yes,neutral,environment_water
5113,yes,negative,environment_water
5114,yes,positive,tech_operations
5115,yes,neutral,policy_regulation
5116,yes,negative,environment_water
5117,yes,negative,policy_regulation
5118,yes,negative,policy_regulation
5119,no,neutral,other
5120,no,neutral,other
5121,yes,negative,energy_grid
5122,yes,neutral,investment_buildout
5123,yes,negative,policy_regulation
5124,yes,negative,policy_regulation
5125,yes,negative,environment_water
5126,yes,neutral,policy_regulation
5127,yes,neutral,policy_regulation
5128,no,neutral,other
5129,yes,negative,policy_regulation
5130,yes,negative,tech_operations
5131,yes,negative,environment_water
5132,yes,neutral,community_opposition
5133,yes,positive,policy_regulation
5134,yes,neutral,policy_regulation
5135,yes,neutral,policy_regulation
5136,yes,negative,policy_regulation
5137,yes,negative,environment_water
5138,no,neutral,other
5139,yes,neutral,investment_buildout
5140,yes,negative,policy_regulation
5141,yes,negative,policy_regulation
5142,yes,neutral,policy_regulation
5143,yes,negative,community_opposition
5144,yes,positive,investment_buildout
5145,yes,negative,policy_regulation
5146,yes,neutral,policy_regulation
5147,yes,negative,environment_water
5148,yes,positive,investment_buildout
5149,yes,negative,community_opposition
5150,yes,negative,community_opposition
5151,yes,neutral,community_opposition
5152,yes,negative,community_opposition
5153,yes,negative,environment_water
5154,yes,negative,energy_grid
5155,yes,negative,policy_regulation
5156,yes,negative,community_opposition
5157,yes,positive,energy_grid
5158,yes,negative,community_opposition
5159,yes,negative,environment_water
5160,yes,negative,community_opposition
5161,yes,neutral,environment_water
5162,yes,negative,community_opposition
5163,yes,negative,community_opposition
5164,yes,negative,community_opposition
5165,yes,neutral,policy_regulation
5166,yes,negative,community_opposition
5167,yes,negative,environment_water
5168,yes,negative,community_opposition
5169,no,neutral,other
5170,yes,positive,investment_buildout
5171,yes,negative,community_opposition
5172,yes,negative,community_opposition
5173,yes,positive,investment_buildout
5174,yes,negative,community_opposition
5175,yes,negative,community_opposition
5176,yes,negative,environment_water
5177,yes,negative,policy_regulation
5178,yes,negative,community_opposition
5179,yes,neutral,community_opposition
5180,yes,negative,community_opposition
5181,yes,negative,community_opposition
5182,yes,negative,community_opposition
5183,yes,positive,policy_regulation
5184,yes,positive,tech_operations
5185,yes,negative,community_opposition
5186,yes,neutral,environment_water
5187,yes,negative,community_opposition
5188,yes,neutral,policy_regulation
5189,yes,negative,environment_water
5190,yes,neutral,policy_regulation
5191,yes,neutral,policy_regulation
5192,yes,neutral,policy_regulation
5193,yes,neutral,policy_regulation
5194,no,neutral,other
5195,yes,positive,policy_regulation
5196,yes,neutral,policy_regulation
5197,yes,neutral,policy_regulation
5198,yes,negative,community_opposition
5199,yes,neutral,policy_regulation
5200,yes,neutral,policy_regulation
5201,yes,negative,policy_regulation
5202,yes,neutral,policy_regulation
5203,yes,neutral,policy_regulation
5204,yes,neutral,policy_regulation
5205,yes,positive,energy_grid
5206,yes,neutral,policy_regulation
5207,yes,neutral,policy_regulation
5208,yes,neutral,policy_regulation
5209,yes,neutral,policy_regulation
5210,yes,neutral,policy_regulation
5211,yes,neutral,policy_regulation
5212,yes,negative,investment_buildout
5213,no,neutral,other
5214,yes,neutral,policy_regulation
5215,yes,neutral,policy_regulation
5216,yes,neutral,policy_regulation
5217,yes,negative,community_opposition
5218,no,neutral,other
5219,yes,negative,community_opposition
5220,yes,neutral,policy_regulation
5221,yes,neutral,policy_regulation
5222,yes,neutral,policy_regulation
5223,no,neutral,other
5224,yes,neutral,policy_regulation
5225,yes,neutral,policy_regulation
5226,yes,neutral,policy_regulation
5227,no,neutral,other
5228,yes,neutral,policy_regulation
5229,no,neutral,other
5230,yes,neutral,policy_regulation
5231,yes,neutral,policy_regulation
5232,yes,negative,policy_regulation
5233,no,neutral,other
5234,yes,positive,jobs_economy
5235,yes,neutral,policy_regulation
5236,yes,neutral,policy_regulation
5237,yes,negative,policy_regulation
5238,yes,neutral,policy_regulation
5239,yes,neutral,policy_regulation
5240,yes,neutral,policy_regulation
5241,yes,neutral,policy_regulation
5242,yes,neutral,policy_regulation
5243,yes,neutral,energy_grid
5244,yes,negative,community_opposition
5245,yes,negative,policy_regulation
5246,yes,negative,investment_buildout
5247,yes,negative,policy_regulation
5248,yes,neutral,policy_regulation
5249,yes,neutral,energy_grid
5250,yes,neutral,policy_regulation
