id,relevant,sentiment,theme
6501,yes,positive,jobs_economy
6502,yes,neutral,community_opposition
6503,yes,positive,investment_buildout
6504,no,neutral,other
6505,yes,negative,tech_operations
6506,no,neutral,other
6507,no,neutral,other
6508,yes,negative,policy_regulation
6509,yes,positive,tech_operations
6510,yes,positive,investment_buildout
6511,yes,positive,investment_buildout
6512,yes,positive,investment_buildout
6513,no,neutral,other
6514,yes,neutral,investment_buildout
6515,no,neutral,other
6516,no,neutral,other
6517,yes,neutral,investment_buildout
6518,yes,positive,investment_buildout
6519,yes,positive,investment_buildout
6520,yes,negative,environment_water
6521,yes,positive,energy_grid
6522,yes,positive,energy_grid
6523,yes,positive,investment_buildout
6524,yes,positive,energy_grid
6525,yes,neutral,policy_regulation
6526,yes,positive,investment_buildout
6527,no,neutral,other
6528,yes,negative,community_opposition
6529,no,neutral,other
6530,yes,positive,investment_buildout
6531,yes,positive,investment_buildout
6532,yes,negative,community_opposition
6533,no,neutral,other
6534,yes,positive,investment_buildout
6535,no,neutral,other
6536,yes,neutral,investment_buildout
6537,yes,positive,policy_regulation
6538,yes,positive,investment_buildout
6539,no,neutral,other
6540,yes,negative,other
6541,no,neutral,other
6542,yes,positive,investment_buildout
6543,yes,positive,investment_buildout
6544,yes,positive,energy_grid
6545,no,neutral,other
6546,yes,negative,policy_regulation
6547,yes,positive,investment_buildout
6548,yes,positive,investment_buildout
6549,yes,neutral,investment_buildout
6550,yes,neutral,policy_regulation
6551,no,neutral,other
6552,yes,neutral,tech_operations
6553,yes,neutral,investment_buildout
6554,yes,positive,investment_buildout
6555,yes,positive,investment_buildout
6556,yes,neutral,tech_operations
6557,yes,positive,investment_buildout
6558,yes,neutral,investment_buildout
6559,yes,neutral,community_opposition
6560,yes,positive,investment_buildout
6561,yes,positive,investment_buildout
6562,yes,positive,investment_buildout
6563,yes,positive,investment_buildout
6564,yes,positive,investment_buildout
6565,yes,neutral,investment_buildout
6566,yes,neutral,investment_buildout
6567,yes,positive,investment_buildout
6568,yes,negative,community_opposition
6569,yes,positive,investment_buildout
6570,yes,neutral,investment_buildout
6571,yes,neutral,investment_buildout
6572,yes,neutral,investment_buildout
6573,yes,neutral,policy_regulation
6574,yes,positive,investment_buildout
6575,no,neutral,other
6576,yes,positive,investment_buildout
6577,yes,negative,community_opposition
6578,yes,positive,policy_regulation
6579,yes,positive,investment_buildout
6580,yes,positive,investment_buildout
6581,yes,negative,other
