id,relevant,sentiment,theme
4001,yes,neutral,environment_water
4002,yes,positive,community_opposition
4003,yes,negative,environment_water
4004,yes,neutral,community_opposition
4005,yes,neutral,policy_regulation
4006,yes,negative,policy_regulation
4007,yes,neutral,investment_buildout
4008,yes,neutral,investment_buildout
4009,yes,negative,community_opposition
4010,yes,negative,community_opposition
4011,no,neutral,other
4012,yes,negative,policy_regulation
4013,yes,neutral,investment_buildout
4014,yes,negative,policy_regulation
4015,yes,negative,community_opposition
4016,yes,positive,policy_regulation
4017,yes,neutral,policy_regulation
4018,yes,negative,community_opposition
4019,yes,negative,policy_regulation
4020,yes,neutral,policy_regulation
4021,yes,positive,community_opposition
4022,no,neutral,other
4023,no,neutral,other
4024,yes,neutral,policy_regulation
4025,yes,neutral,policy_regulation
4026,yes,neutral,policy_regulation
4027,yes,neutral,policy_regulation
4028,yes,negative,community_opposition
4029,yes,negative,community_opposition
4030,yes,positive,policy_regulation
4031,yes,neutral,policy_regulation
4032,yes,neutral,investment_buildout
4033,yes,negative,policy_regulation
4034,yes,neutral,policy_regulation
4035,yes,negative,community_opposition
4036,yes,negative,environment_water
4037,yes,negative,community_opposition
4038,yes,negative,policy_regulation
4039,yes,negative,community_opposition
4040,yes,neutral,other
4041,yes,positive,policy_regulation
4042,yes,positive,policy_regulation
4043,yes,negative,community_opposition
4044,yes,negative,policy_regulation
4045,yes,negative,community_opposition
4046,no,neutral,other
4047,yes,neutral,investment_buildout
4048,yes,neutral,environment_water
4049,yes,negative,policy_regulation
4050,yes,negative,policy_regulation
4051,yes,negative,investment_buildout
4052,yes,positive,environment_water
4053,yes,negative,policy_regulation
4054,yes,negative,policy_regulation
4055,yes,positive,investment_buildout
4056,yes,neutral,investment_buildout
4057,no,neutral,other
4058,yes,negative,environment_water
4059,yes,negative,environment_water
4060,no,neutral,other
4061,yes,negative,community_opposition
4062,yes,neutral,other
4063,yes,neutral,policy_regulation
4064,yes,negative,policy_regulation
4065,yes,negative,community_opposition
4066,yes,neutral,environment_water
4067,yes,positive,environment_water
4068,yes,negative,community_opposition
4069,yes,negative,community_opposition
4070,yes,negative,policy_regulation
4071,yes,negative,policy_regulation
4072,yes,neutral,community_opposition
4073,yes,negative,investment_buildout
4074,yes,neutral,policy_regulation
4075,yes,neutral,policy_regulation
4076,no,neutral,other
4077,no,neutral,other
4078,yes,negative,community_opposition
4079,yes,positive,policy_regulation
4080,yes,neutral,community_opposition
4081,no,neutral,other
4082,yes,positive,investment_buildout
4083,yes,neutral,community_opposition
4084,yes,neutral,investment_buildout
4085,yes,positive,policy_regulation
4086,yes,negative,environment_water
4087,yes,negative,community_opposition
4088,yes,neutral,policy_regulation
4089,yes,negative,investment_buildout
4090,yes,positive,tech_operations
4091,yes,neutral,policy_regulation
4092,yes,neutral,other
4093,yes,neutral,community_opposition
4094,yes,negative,policy_regulation
4095,yes,positive,investment_buildout
4096,yes,negative,community_opposition
4097,yes,neutral,community_opposition
4098,yes,neutral,tech_operations
4099,no,neutral,other
4100,yes,negative,community_opposition
4101,yes,negative,community_opposition
4102,yes,neutral,policy_regulation
4103,yes,neutral,investment_buildout
4104,yes,neutral,policy_regulation
4105,no,neutral,other
4106,yes,positive,policy_regulation
4107,yes,negative,policy_regulation
4108,yes,negative,investment_buildout
4109,yes,neutral,investment_buildout
4110,yes,positive,policy_regulation
4111,yes,negative,community_opposition
4112,yes,neutral,policy_regulation
4113,yes,negative,investment_buildout
4114,yes,negative,community_opposition
4115,yes,negative,environment_water
4116,yes,positive,community_opposition
