id,relevant,sentiment,theme
6001,yes,negative,jobs_economy
6002,yes,negative,policy_regulation
6003,yes,negative,policy_regulation
6004,yes,negative,policy_regulation
6005,yes,negative,policy_regulation
6006,yes,negative,policy_regulation
6007,yes,neutral,investment_buildout
6008,yes,positive,tech_operations
6009,yes,negative,policy_regulation
6010,yes,positive,investment_buildout
6011,yes,neutral,policy_regulation
6012,yes,negative,policy_regulation
6013,yes,neutral,policy_regulation
6014,yes,positive,investment_buildout
6015,yes,negative,policy_regulation
6016,yes,positive,investment_buildout
6017,yes,negative,policy_regulation
6018,yes,neutral,investment_buildout
6019,yes,positive,policy_regulation
6020,yes,negative,community_opposition
6021,yes,positive,investment_buildout
6022,yes,positive,investment_buildout
6023,yes,negative,policy_regulation
6024,yes,negative,jobs_economy
6025,yes,neutral,other
6026,yes,negative,policy_regulation
6027,yes,negative,policy_regulation
6028,yes,positive,policy_regulation
6029,yes,positive,investment_buildout
6030,yes,positive,policy_regulation
6031,yes,positive,policy_regulation
6032,yes,negative,community_opposition
6033,yes,positive,policy_regulation
6034,yes,positive,investment_buildout
6035,yes,positive,policy_regulation
6036,yes,positive,policy_regulation
6037,yes,positive,investment_buildout
6038,no,neutral,other
6039,yes,neutral,policy_regulation
6040,yes,neutral,community_opposition
6041,yes,positive,policy_regulation
6042,yes,positive,policy_regulation
6043,yes,neutral,other
6044,yes,neutral,investment_buildout
6045,yes,positive,policy_regulation
6046,yes,positive,investment_buildout
6047,yes,positive,investment_buildout
6048,yes,positive,policy_regulation
6049,no,neutral,other
6050,yes,positive,investment_buildout
6051,yes,negative,community_opposition
6052,no,neutral,other
6053,yes,positive,policy_regulation
6054,yes,neutral,policy_regulation
6055,yes,positive,policy_regulation
6056,yes,positive,investment_buildout
6057,yes,positive,investment_buildout
6058,no,neutral,other
6059,yes,neutral,investment_buildout
6060,yes,positive,policy_regulation
6061,yes,negative,investment_buildout
6062,yes,neutral,investment_buildout
6063,yes,neutral,investment_buildout
6064,yes,positive,investment_buildout
6065,yes,positive,investment_buildout
6066,yes,positive,policy_regulation
6067,yes,positive,policy_regulation
6068,yes,positive,investment_buildout
6069,yes,positive,tech_operations
6070,yes,positive,investment_buildout
6071,yes,neutral,investment_buildout
6072,yes,positive,community_opposition
6073,yes,positive,tech_operations
6074,yes,positive,investment_buildout
6075,yes,positive,investment_buildout
6076,yes,positive,investment_buildout
6077,yes,neutral,investment_buildout
6078,yes,positive,energy_grid
6079,yes,neutral,investment_buildout
6080,yes,neutral,investment_buildout
6081,yes,positive,investment_buildout
6082,yes,positive,policy_regulation
6083,yes,negative,tech_operations
6084,yes,negative,policy_regulation
6085,yes,positive,tech_operations
6086,yes,positive,tech_operations
6087,yes,neutral,policy_regulation
6088,yes,neutral,policy_regulation
6089,yes,negative,policy_regulation
6090,yes,neutral,tech_operations
6091,yes,negative,other
6092,yes,positive,energy_grid
6093,yes,positive,tech_operations
6094,yes,positive,investment_buildout
6095,yes,positive,policy_regulation
6096,yes,positive,policy_regulation
6097,yes,negative,tech_operations
6098,yes,positive,policy_regulation
6099,yes,negative,policy_regulation
6100,yes,neutral,environment_water
6101,yes,neutral,environment_water
6102,yes,positive,investment_buildout
6103,yes,positive,policy_regulation
6104,yes,positive,investment_buildout
6105,yes,positive,policy_regulation
6106,yes,neutral,community_opposition
6107,yes,positive,investment_buildout
6108,yes,positive,jobs_economy
