id,relevant,sentiment,theme
5251,yes,positive,policy_regulation
5252,no,neutral,other
5253,no,neutral,other
5254,no,neutral,other
5255,yes,neutral,policy_regulation
5256,yes,negative,community_opposition
5257,no,neutral,other
5258,no,neutral,other
5259,yes,neutral,tech_operations
5260,yes,neutral,policy_regulation
5261,yes,negative,policy_regulation
5262,no,neutral,other
5263,yes,positive,environment_water
5264,yes,neutral,policy_regulation
5265,yes,neutral,policy_regulation
5266,no,neutral,other
5267,no,neutral,other
5268,yes,negative,community_opposition
5269,yes,positive,policy_regulation
5270,no,neutral,other
5271,yes,neutral,investment_buildout
5272,no,neutral,other
5273,no,neutral,other
5274,yes,negative,policy_regulation
5275,yes,positive,tech_operations
5276,no,neutral,other
5277,no,neutral,other
5278,yes,negative,policy_regulation
5279,yes,negative,environment_water
5280,no,neutral,other
5281,yes,negative,community_opposition
5282,yes,negative,environment_water
5283,no,neutral,other
5284,yes,positive,policy_regulation
5285,yes,negative,community_opposition
5286,yes,negative,community_opposition
5287,no,neutral,other
5288,yes,positive,environment_water
5289,no,neutral,other
5290,no,neutral,other
5291,yes,positive,policy_regulation
5292,no,neutral,other
5293,no,neutral,other
5294,no,neutral,other
5295,no,neutral,other
5296,yes,neutral,policy_regulation
5297,yes,neutral,policy_regulation
5298,yes,negative,environment_water
5299,yes,negative,investment_buildout
5300,no,neutral,other
5301,yes,negative,environment_water
5302,yes,neutral,environment_water
5303,yes,positive,policy_regulation
5304,no,neutral,other
5305,no,neutral,other
5306,yes,positive,policy_regulation
5307,yes,positive,jobs_economy
5308,no,neutral,other
5309,yes,positive,policy_regulation
5310,yes,negative,environment_water
5311,no,neutral,other
5312,no,neutral,other
5313,yes,negative,environment_water
5314,yes,neutral,environment_water
5315,yes,negative,community_opposition
5316,no,neutral,other
5317,yes,neutral,policy_regulation
5318,yes,positive,environment_water
5319,yes,positive,investment_buildout
5320,yes,positive,investment_buildout
5321,yes,neutral,environment_water
5322,no,neutral,other
5323,no,neutral,other
5324,no,neutral,other
5325,yes,negative,environment_water
5326,yes,negative,policy_regulation
5327,yes,negative,investment_buildout
5328,yes,negative,environment_water
5329,yes,negative,community_opposition
5330,yes,negative,community_opposition
5331,yes,negative,environment_water
5332,yes,neutral,environment_water
5333,yes,neutral,investment_buildout
5334,yes,positive,policy_regulation
5335,yes,neutral,environment_water
5336,yes,negative,community_opposition
5337,yes,positive,environment_water
5338,yes,negative,environment_water
5339,yes,negative,community_opposition
5340,no,neutral,other
5341,yes,neutral,policy_regulation
5342,no,neutral,other
5343,yes,negative,environment_water
5344,yes,positive,tech_operations
5345,yes,negative,environment_water
5346,no,neutral,other
5347,no,neutral,other
5348,yes,negative,environment_water
5349,no,neutral,other
5350,yes,negative,jobs_economy
5351,yes,negative,environment_water
5352,yes,negative,community_opposition
5353,no,neutral,other
5354,yes,negative,policy_regulation
5355,yes,positive,community_opposition
5356,yes,negative,environment_water
5357,no,neutral,other
5358,no,neutral,other
5359,yes,negative,policy_regulation
5360,yes,negative,policy_regulation
5361,no,neutral,other
5362,no,neutral,other
5363,yes,negative,community_opposition
5364,no,neutral,other
5365,yes,negative,policy_regulation
5366,no,neutral,other
5367,yes,positive,investment_buildout
5368,no,neutral,other
5369,yes,neutral,policy_regulation
5370,yes,neutral,policy_regulation
5371,yes,positive,investment_buildout
5372,yes,negative,environment_water
5373,no,neutral,other
5374,yes,neutral,investment_buildout
5375,yes,neutral,community_opposition
5376,yes,neutral,tech_operations
5377,yes,negative,environment_water
5378,yes,negative,policy_regulation
5379,yes,negative,investment_buildout
5380,yes,negative,policy_regulation
5381,yes,positive,policy_regulation
5382,yes,negative,environment_water
5383,yes,negative,environment_water
5384,no,neutral,other
5385,yes,positive,tech_operations
5386,yes,positive,tech_operations
5387,yes,neutral,tech_operations
5388,yes,negative,tech_operations
5389,no,neutral,other
5390,yes,neutral,investment_buildout
5391,yes,neutral,environment_water
5392,yes,negative,policy_regulation
5393,yes,negative,policy_regulation
5394,yes,negative,policy_regulation
5395,yes,negative,community_opposition
5396,yes,negative,energy_grid
5397,yes,negative,policy_regulation
5398,yes,negative,policy_regulation
5399,yes,negative,policy_regulation
5400,yes,positive,policy_regulation
5401,no,neutral,other
5402,yes,negative,policy_regulation
5403,yes,negative,environment_water
5404,yes,negative,environment_water
5405,yes,negative,policy_regulation
5406,yes,negative,policy_regulation
5407,yes,negative,policy_regulation
5408,yes,negative,environment_water
5409,no,neutral,other
5410,yes,positive,energy_grid
5411,yes,negative,policy_regulation
5412,yes,negative,policy_regulation
5413,yes,negative,policy_regulation
5414,yes,negative,policy_regulation
5415,yes,negative,policy_regulation
5416,no,neutral,other
5417,yes,negative,environment_water
5418,no,neutral,other
5419,yes,negative,policy_regulation
5420,yes,negative,community_opposition
5421,no,neutral,other
5422,yes,negative,policy_regulation
5423,no,neutral,other
5424,yes,negative,environment_water
5425,yes,neutral,investment_buildout
5426,yes,negative,policy_regulation
5427,no,neutral,other
5428,yes,negative,environment_water
5429,no,neutral,other
