id,relevant,sentiment,theme
1751,yes,negative,tech_operations
1752,yes,positive,investment_buildout
1753,yes,positive,investment_buildout
1754,yes,positive,investment_buildout
1755,yes,positive,tech_operations
1756,yes,neutral,policy_regulation
1757,yes,positive,investment_buildout
1758,no,neutral,other
1759,no,neutral,other
1760,no,neutral,other
1761,no,neutral,other
1762,yes,neutral,tech_operations
1763,no,neutral,other
1764,yes,negative,tech_operations
1765,no,neutral,other
1766,yes,positive,investment_buildout
1767,no,neutral,other
1768,no,neutral,other
1769,no,neutral,other
1770,yes,positive,investment_buildout
1771,no,neutral,other
1772,yes,neutral,tech_operations
1773,yes,positive,investment_buildout
1774,no,neutral,other
1775,yes,positive,tech_operations
1776,no,neutral,other
1777,yes,positive,investment_buildout
1778,yes,positive,policy_regulation
1779,no,neutral,other
1780,yes,positive,investment_buildout
1781,yes,neutral,tech_operations
1782,yes,positive,investment_buildout
1783,yes,positive,tech_operations
1784,yes,positive,investment_buildout
1785,no,neutral,other
1786,yes,neutral,investment_buildout
1787,yes,positive,investment_buildout
1788,yes,positive,tech_operations
1789,yes,positive,investment_buildout
1790,yes,positive,tech_operations
1791,yes,negative,community_opposition
1792,yes,neutral,policy_regulation
1793,no,neutral,other
1794,yes,positive,jobs_economy
1795,no,neutral,other
1796,no,neutral,other
1797,yes,positive,investment_buildout
1798,yes,positive,investment_buildout
1799,yes,positive,investment_buildout
1800,yes,neutral,investment_buildout
1801,yes,positive,investment_buildout
1802,yes,positive,investment_buildout
1803,no,neutral,other
1804,no,neutral,other
1805,no,neutral,other
1806,yes,positive,investment_buildout
1807,yes,positive,investment_buildout
1808,yes,positive,investment_buildout
1809,yes,neutral,policy_regulation
1810,yes,positive,investment_buildout
1811,yes,positive,tech_operations
1812,yes,neutral,investment_buildout
1813,no,neutral,other
1814,yes,neutral,investment_buildout
1815,yes,positive,tech_operations
1816,yes,neutral,tech_operations
1817,yes,positive,investment_buildout
1818,no,neutral,other
1819,yes,positive,investment_buildout
1820,yes,positive,investment_buildout
1821,yes,neutral,investment_buildout
1822,yes,positive,investment_buildout
1823,no,neutral,other
1824,no,neutral,other
1825,yes,negative,environment_water
1826,yes,positive,tech_operations
1827,yes,negative,tech_operations
1828,yes,negative,tech_operations
1829,yes,positive,investment_buildout
1830,yes,positive,investment_buildout
1831,no,neutral,other
1832,yes,positive,investment_buildout
1833,no,neutral,other
1834,yes,positive,investment_buildout
1835,yes,positive,tech_operations
1836,no,neutral,other
1837,no,neutral,other
1838,yes,neutral,tech_operations
1839,yes,positive,tech_operations
1840,yes,neutral,investment_buildout
1841,yes,negative,tech_operations
1842,no,neutral,other
1843,yes,neutral,tech_operations
1844,yes,negative,policy_regulation
1845,yes,negative,tech_operations
1846,yes,negative,tech_operations
1847,yes,neutral,tech_operations
1848,yes,neutral,tech_operations
1849,yes,neutral,tech_operations
1850,yes,negative,tech_operations
1851,no,neutral,other
1852,no,neutral,other
1853,yes,negative,investment_buildout
1854,yes,negative,tech_operations
1855,yes,neutral,tech_operations
1856,yes,negative,investment_buildout
1857,yes,negative,tech_operations
1858,yes,negative,investment_buildout
1859,no,neutral,other
1860,no,neutral,other
1861,yes,negative,tech_operations
1862,yes,negative,tech_operations
1863,yes,negative,tech_operations
1864,no,neutral,other
1865,yes,negative,tech_operations
1866,yes,negative,tech_operations
1867,yes,negative,tech_operations
1868,no,neutral,other
1869,yes,negative,policy_regulation
1870,no,neutral,other
1871,yes,positive,tech_operations
1872,yes,positive,tech_operations
1873,yes,neutral,tech_operations
1874,yes,neutral,energy_grid
1875,no,neutral,other
1876,yes,neutral,policy_regulation
1877,yes,positive,tech_operations
1878,yes,negative,tech_operations
1879,yes,positive,investment_buildout
1880,yes,positive,tech_operations
1881,yes,neutral,policy_regulation
1882,yes,positive,investment_buildout
1883,no,neutral,other
1884,no,neutral,other
1885,yes,neutral,policy_regulation
1886,yes,positive,tech_operations
1887,no,neutral,other
1888,yes,positive,tech_operations
1889,yes,negative,tech_operations
1890,no,neutral,other
1891,no,neutral,other
1892,no,neutral,other
1893,no,neutral,other
1894,yes,positive,tech_operations
1895,no,neutral,other
1896,yes,negative,tech_operations
1897,yes,neutral,tech_operations
1898,no,neutral,other
1899,yes,neutral,tech_operations
1900,no,neutral,other
1901,yes,positive,tech_operations
1902,yes,negative,energy_grid
1903,no,neutral,other
1904,yes,positive,tech_operations
1905,yes,neutral,policy_regulation
1906,yes,negative,policy_regulation
1907,no,neutral,other
1908,no,neutral,other
1909,yes,neutral,other
1910,yes,positive,environment_water
1911,yes,positive,investment_buildout
1912,yes,negative,tech_operations
1913,yes,negative,investment_buildout
1914,yes,positive,investment_buildout
1915,yes,positive,investment_buildout
1916,yes,positive,tech_operations
1917,yes,negative,tech_operations
1918,yes,positive,investment_buildout
1919,yes,positive,tech_operations
1920,yes,positive,investment_buildout
1921,yes,negative,tech_operations
1922,yes,positive,investment_buildout
1923,no,neutral,other
1924,yes,neutral,tech_operations
1925,yes,negative,policy_regulation
1926,no,neutral,other
1927,yes,neutral,tech_operations
1928,yes,negative,investment_buildout
1929,yes,negative,investment_buildout
1930,yes,neutral,tech_operations
1931,yes,positive,tech_operations
1932,yes,negative,tech_operations
1933,yes,negative,investment_buildout
1934,yes,positive,tech_operations
1935,yes,negative,tech_operations
1936,yes,negative,energy_grid
1937,yes,neutral,investment_buildout
1938,yes,positive,tech_operations
1939,yes,negative,tech_operations
1940,yes,negative,other
1941,yes,negative,policy_regulation
1942,yes,negative,policy_regulation
1943,yes,negative,policy_regulation
1944,no,neutral,other
1945,yes,positive,tech_operations
1946,no,neutral,other
1947,yes,positive,tech_operations
1948,yes,negative,policy_regulation
1949,yes,neutral,tech_operations
1950,no,neutral,other
1951,yes,negative,policy_regulation
1952,yes,positive,investment_buildout
