id,relevant,sentiment,theme
4501,yes,neutral,investment_buildout
4502,yes,neutral,policy_regulation
4503,yes,neutral,policy_regulation
4504,yes,negative,environment_water
4505,yes,negative,policy_regulation
4506,yes,negative,investment_buildout
4507,yes,neutral,policy_regulation
4508,yes,neutral,investment_buildout
4509,yes,negative,investment_buildout
4510,yes,neutral,policy_regulation
4511,yes,negative,investment_buildout
4512,yes,negative,policy_regulation
4513,yes,positive,jobs_economy
4514,yes,neutral,investment_buildout
4515,yes,negative,investment_buildout
4516,yes,negative,investment_buildout
4517,yes,negative,policy_regulation
4518,yes,neutral,investment_buildout
4519,yes,negative,community_opposition
4520,yes,negative,environment_water
4521,yes,positive,environment_water
4522,yes,negative,policy_regulation
4523,yes,negative,environment_water
4524,yes,neutral,investment_buildout
4525,yes,negative,community_opposition
4526,yes,negative,investment_buildout
4527,yes,positive,policy_regulation
4528,yes,positive,policy_regulation
4529,yes,negative,policy_regulation
4530,yes,negative,investment_buildout
4531,yes,positive,investment_buildout
4532,yes,positive,policy_regulation
4533,yes,negative,policy_regulation
4534,yes,negative,policy_regulation
4535,yes,positive,tech_operations
4536,yes,neutral,policy_regulation
4537,yes,neutral,investment_buildout
4538,yes,negative,policy_regulation
4539,yes,neutral,investment_buildout
4540,yes,negative,investment_buildout
4541,yes,positive,jobs_economy
4542,yes,negative,investment_buildout
4543,yes,negative,investment_buildout
4544,yes,negative,investment_buildout
4545,yes,negative,investment_buildout
4546,yes,negative,policy_regulation
4547,yes,positive,environment_water
4548,yes,neutral,community_opposition
4549,yes,negative,policy_regulation
4550,yes,neutral,policy_regulation
4551,yes,neutral,community_opposition
4552,yes,neutral,policy_regulation
4553,no,neutral,other
4554,yes,negative,policy_regulation
4555,yes,neutral,community_opposition
4556,yes,neutral,community_opposition
4557,yes,neutral,tech_operations
4558,yes,negative,policy_regulation
4559,no,neutral,other
4560,yes,neutral,policy_regulation
4561,yes,neutral,investment_buildout
4562,yes,neutral,policy_regulation
4563,yes,negative,policy_regulation
4564,no,neutral,other
4565,yes,negative,investment_buildout
4566,yes,neutral,policy_regulation
4567,yes,neutral,policy_regulation
4568,yes,negative,investment_buildout
4569,yes,neutral,policy_regulation
4570,yes,negative,investment_buildout
4571,no,neutral,other
4572,yes,neutral,policy_regulation
4573,no,neutral,other
4574,no,neutral,other
4575,yes,neutral,policy_regulation
4576,yes,neutral,policy_regulation
4577,yes,neutral,policy_regulation
4578,yes,positive,policy_regulation
4579,yes,positive,investment_buildout
4580,no,neutral,other
4581,yes,neutral,investment_buildout
4582,yes,neutral,investment_buildout
4583,yes,negative,community_opposition
4584,yes,negative,investment_buildout
4585,yes,neutral,policy_regulation
4586,yes,neutral,policy_regulation
4587,yes,negative,policy_regulation
4588,yes,neutral,policy_regulation
4589,yes,negative,environment_water
4590,yes,negative,environment_water
4591,yes,neutral,policy_regulation
4592,yes,positive,investment_buildout
4593,yes,negative,policy_regulation
4594,yes,neutral,policy_regulation
4595,yes,neutral,other
4596,yes,negative,policy_regulation
4597,yes,negative,environment_water
4598,yes,neutral,policy_regulation
4599,yes,neutral,policy_regulation
4600,no,neutral,other
4601,yes,neutral,policy_regulation
4602,yes,neutral,policy_regulation
4603,no,neutral,other
4604,no,neutral,other
4605,yes,negative,environment_water
4606,yes,neutral,policy_regulation
4607,yes,positive,investment_buildout
4608,yes,neutral,other
4609,yes,neutral,policy_regulation
4610,yes,positive,investment_buildout
4611,yes,neutral,policy_regulation
4612,yes,negative,environment_water
4613,yes,neutral,policy_regulation
