id,relevant,sentiment,theme
1001,yes,neutral,investment_buildout
1002,yes,positive,investment_buildout
1003,yes,positive,environment_water
1004,no,neutral,other
1005,yes,neutral,investment_buildout
1006,yes,neutral,tech_operations
1007,yes,neutral,tech_operations
1008,yes,negative,community_opposition
1009,yes,positive,tech_operations
1010,yes,neutral,investment_buildout
1011,no,neutral,other
1012,yes,neutral,policy_regulation
1013,no,neutral,other
1014,yes,positive,investment_buildout
1015,no,neutral,other
1016,no,neutral,other
1017,yes,neutral,tech_operations
1018,yes,positive,investment_buildout
1019,no,neutral,other
1020,yes,positive,investment_buildout
1021,yes,positive,investment_buildout
1022,no,neutral,other
1023,no,neutral,other
1024,yes,neutral,investment_buildout
1025,no,neutral,other
1026,yes,positive,investment_buildout
1027,no,neutral,other
1028,no,neutral,other
1029,yes,positive,tech_operations
1030,no,neutral,other
1031,no,neutral,other
1032,yes,positive,investment_buildout
1033,yes,positive,investment_buildout
1034,yes,positive,tech_operations
1035,yes,positive,investment_buildout
1036,no,neutral,other
1037,yes,positive,investment_buildout
1038,no,neutral,other
1039,yes,positive,investment_buildout
1040,yes,positive,tech_operations
1041,yes,negative,policy_regulation
1042,yes,positive,tech_operations
1043,yes,positive,investment_buildout
1044,yes,negative,tech_operations
1045,yes,positive,investment_buildout
1046,yes,positive,investment_buildout
1047,yes,neutral,tech_operations
1048,no,neutral,other
1049,yes,positive,tech_operations
1050,no,neutral,other
1051,no,neutral,other
1052,yes,negative,investment_buildout
1053,yes,negative,other
1054,no,neutral,other
1055,no,neutral,other
1056,yes,positive,investment_buildout
1057,yes,positive,tech_operations
1058,yes,positive,investment_buildout
1059,yes,positive,investment_buildout
1060,yes,neutral,investment_buildout
1061,no,neutral,other
1062,no,neutral,other
1063,no,neutral,other
1064,yes,positive,tech_operations
1065,yes,positive,tech_operations
1066,no,neutral,other
1067,no,neutral,other
1068,yes,positive,investment_buildout
1069,yes,positive,investment_buildout
1070,yes,negative,tech_operations
1071,yes,positive,investment_buildout
1072,no,neutral,other
1073,yes,positive,policy_regulation
1074,no,neutral,other
1075,no,neutral,other
1076,yes,positive,tech_operations
1077,yes,positive,tech_operations
1078,yes,neutral,tech_operations
1079,no,neutral,other
1080,yes,positive,investment_buildout
1081,yes,positive,policy_regulation
1082,yes,positive,investment_buildout
1083,no,neutral,other
1084,yes,neutral,policy_regulation
1085,yes,positive,investment_buildout
1086,no,neutral,other
1087,no,neutral,other
1088,yes,positive,investment_buildout
1089,no,neutral,other
1090,no,neutral,other
1091,yes,positive,investment_buildout
1092,yes,positive,tech_operations
1093,yes,positive,tech_operations
1094,yes,neutral,community_opposition
1095,yes,neutral,investment_buildout
1096,no,neutral,other
1097,no,neutral,other
1098,yes,positive,investment_buildout
1099,yes,positive,investment_buildout
1100,yes,neutral,policy_regulation
1101,yes,positive,investment_buildout
1102,yes,neutral,investment_buildout
1103,yes,positive,tech_operations
