id,relevant,sentiment,theme
241,no,neutral,other
242,no,neutral,other
243,no,neutral,other
244,no,neutral,other
245,yes,positive,investment_buildout
246,no,neutral,other
247,yes,negative,environment_water
248,no,neutral,other
249,no,neutral,other
250,no,neutral,other
251,no,neutral,other
252,yes,negative,community_opposition
253,no,neutral,other
254,no,neutral,other
255,no,neutral,other
256,no,neutral,other
257,yes,positive,tech_operations
258,no,neutral,other
259,no,neutral,other
260,no,neutral,other
261,no,neutral,other
262,no,neutral,other
263,no,neutral,other
264,no,neutral,other
265,yes,positive,investment_buildout
266,no,neutral,other
267,no,neutral,other
268,no,neutral,other
269,yes,positive,investment_buildout
270,yes,negative,environment_water
271,no,neutral,other
272,no,neutral,other
273,yes,positive,tech_operations
274,no,neutral,other
275,no,neutral,other
276,no,neutral,other
277,no,neutral,other
278,yes,negative,policy_regulation
279,no,neutral,other
280,no,neutral,other
281,no,neutral,other
282,no,neutral,other
283,no,neutral,other
284,no,neutral,other
285,no,neutral,other
286,yes,positive,tech_operations
287,no,neutral,other
288,no,neutral,other
289,no,neutral,other
290,no,neutral,other
291,no,neutral,other
292,yes,positive,investment_buildout
293,no,neutral,other
294,no,neutral,other
295,no,neutral,other
296,no,neutral,other
297,no,neutral,other
298,no,neutral,other
299,no,neutral,other
300,yes,positive,energy_grid
301,no,neutral,other
302,no,neutral,other
303,no,neutral,other
304,no,neutral,other
305,no,neutral,other
306,no,neutral,other
307,no,neutral,other
308,no,neutral,other
309,no,neutral,other
310,no,neutral,other
311,no,neutral,other
312,no,neutral,other
313,no,neutral,other
314,no,neutral,other
315,yes,positive,tech_operations
316,no,neutral,other
317,yes,positive,investment_buildout
318,no,neutral,other
319,yes,positive,investment_buildout
320,no,neutral,other
321,no,neutral,other
322,no,neutral,other
323,no,neutral,other
324,no,neutral,other
325,no,neutral,other
326,no,neutral,other
327,no,neutral,other
328,no,neutral,other
329,no,neutral,other
330,yes,neutral,tech_operations
331,no,neutral,other
332,no,neutral,other
333,yes,positive,tech_operations
334,no,neutral,other
335,no,neutral,other
336,no,neutral,other
337,no,neutral,other
338,no,neutral,other
339,no,neutral,other
340,yes,neutral,investment_buildout
341,yes,positive,investment_buildout
342,yes,positive,tech_operations
343,no,neutral,other
344,no,neutral,other
345,no,neutral,other
346,no,neutral,other
347,no,neutral,other
348,no,neutral,other
349,no,neutral,other
350,no,neutral,other
351,no,neutral,other
352,yes,positive,tech_operations
353,no,neutral,other
354,yes,neutral,tech_operations
355,no,neutral,other
356,no,neutral,other
357,yes,positive,tech_operations
358,yes,neutral,environment_water
359,no,neutral,other
360,no,neutral,other
