id,relevant,sentiment,theme
361,no,neutral,other
362,no,neutral,other
363,no,neutral,other
364,yes,positive,policy_regulation
365,no,neutral,other
366,no,neutral,other
367,no,neutral,other
368,no,neutral,other
369,yes,positive,investment_buildout
370,no,neutral,other
371,no,neutral,other
372,no,neutral,other
373,no,neutral,other
374,yes,neutral,tech_operations
375,no,neutral,other
376,no,neutral,other
377,no,neutral,other
378,no,neutral,other
379,no,neutral,other
380,no,neutral,other
381,yes,positive,investment_buildout
382,no,neutral,other
383,no,neutral,other
384,no,neutral,other
385,no,neutral,other
386,no,neutral,other
387,no,neutral,other
388,no,neutral,other
389,yes,positive,investment_buildout
390,yes,positive,policy_regulation
391,no,neutral,other
392,no,neutral,other
393,no,neutral,other
394,no,neutral,other
395,no,neutral,other
396,no,neutral,other
397,no,neutral,other
398,no,neutral,other
399,no,neutral,other
400,no,neutral,other
401,yes,neutral,investment_buildout
402,no,neutral,other
403,no,neutral,other
404,no,neutral,other
405,no,neutral,other
406,no,neutral,other
407,no,neutral,other
408,no,neutral,other
409,no,neutral,other
410,no,neutral,other
411,no,neutral,other
412,no,neutral,other
413,no,neutral,other
414,no,neutral,other
415,no,neutral,other
416,no,neutral,other
417,no,neutral,other
418,no,neutral,other
419,no,neutral,other
420,yes,positive,jobs_economy
421,no,neutral,other
422,no,neutral,other
423,no,neutral,other
424,no,neutral,other
425,no,neutral,other
426,no,neutral,other
427,no,neutral,other
428,no,neutral,other
429,no,neutral,other
430,no,neutral,other
431,yes,negative,other
432,no,neutral,other
433,no,neutral,other
434,no,neutral,other
435,yes,negative,tech_operations
436,no,neutral,other
437,no,neutral,other
438,no,neutral,other
439,no,neutral,other
440,no,neutral,other
441,no,neutral,other
442,yes,negative,community_opposition
443,yes,positive,investment_buildout
444,no,neutral,other
445,yes,positive,tech_operations
446,no,neutral,other
447,no,neutral,other
448,no,neutral,other
449,no,neutral,other
450,no,neutral,other
451,no,neutral,other
452,no,neutral,other
453,no,neutral,other
454,no,neutral,other
455,no,neutral,other
456,no,neutral,other
457,no,neutral,other
458,no,neutral,other
459,no,neutral,other
460,yes,positive,investment_buildout
461,no,neutral,other
462,no,neutral,other
463,no,neutral,other
464,no,neutral,other
465,no,neutral,other
466,no,neutral,other
467,no,neutral,other
468,no,neutral,other
469,no,neutral,other
470,no,neutral,other
471,no,neutral,other
472,yes,positive,tech_operations
473,no,neutral,other
474,yes,positive,investment_buildout
475,yes,positive,investment_buildout
476,no,neutral,other
477,no,neutral,other
478,yes,positive,tech_operations
479,yes,neutral,investment_buildout
480,no,neutral,other
