id,relevant,sentiment,theme
1201,yes,negative,environment_water
1202,no,neutral,other
1203,no,neutral,other
1204,yes,positive,investment_buildout
1205,no,neutral,other
1206,no,neutral,other
1207,no,neutral,other
1208,no,neutral,other
1209,no,neutral,other
1210,no,neutral,other
1211,yes,positive,environment_water
1212,no,neutral,other
1213,no,neutral,other
1214,no,neutral,other
1215,yes,positive,investment_buildout
1216,no,neutral,other
1217,no,neutral,other
1218,no,neutral,other
1219,no,neutral,other
1220,no,neutral,other
1221,no,neutral,other
1222,no,neutral,other
1223,no,neutral,other
1224,yes,positive,tech_operations
1225,no,neutral,other
1226,no,neutral,other
1227,no,neutral,other
1228,no,neutral,other
1229,yes,positive,investment_buildout
1230,no,neutral,other
1231,no,neutral,other
1232,yes,positive,environment_water
1233,no,neutral,other
1234,yes,positive,environment_water
1235,no,neutral,other
1236,no,neutral,other
1237,no,neutral,other
1238,no,neutral,other
1239,no,neutral,other
1240,no,neutral,other
1241,no,neutral,other
1242,no,neutral,other
1243,no,neutral,other
1244,no,neutral,other
1245,no,neutral,other
1246,no,neutral,other
1247,no,neutral,other
1248,no,neutral,other
1249,no,neutral,other
1250,no,neutral,other
1251,no,neutral,other
1252,yes,positive,investment_buildout
1253,no,neutral,other
1254,no,neutral,other
1255,no,neutral,other
1256,no,neutral,other
1257,no,neutral,other
1258,no,neutral,other
1259,no,neutral,other
1260,no,neutral,other
1261,yes,negative,tech_operations
1262,no,neutral,other
1263,no,neutral,other
1264,no,neutral,other
1265,no,neutral,other
1266,no,neutral,other
1267,yes,positive,investment_buildout
1268,yes,neutral,investment_buildout
1269,no,neutral,other
1270,yes,positive,tech_operations
1271,yes,positive,tech_operations
1272,no,neutral,other
1273,no,neutral,other
1274,yes,positive,investment_buildout
1275,no,neutral,other
1276,no,neutral,other
1277,no,neutral,other
1278,no,neutral,other
1279,yes,positive,investment_buildout
1280,no,neutral,other
1281,no,neutral,other
1282,no,neutral,other
1283,yes,positive,investment_buildout
1284,no,neutral,other
1285,no,neutral,other
1286,no,neutral,other
1287,yes,positive,investment_buildout
1288,no,neutral,other
1289,no,neutral,other
1290,yes,positive,investment_buildout
1291,no,neutral,other
1292,no,neutral,other
1293,no,neutral,other
1294,no,neutral,other
1295,no,neutral,other
1296,no,neutral,other
1297,yes,neutral,tech_operations
1298,yes,negative,tech_operations
1299,no,neutral,other
1300,yes,negative,other
1301,no,neutral,other
1302,yes,positive,energy_grid
1303,no,neutral,other
1304,no,neutral,other
1305,no,neutral,other
1306,yes,positive,tech_operations
1307,no,neutral,other
1308,yes,positive,environment_water
1309,no,neutral,other
1310,no,neutral,other
1311,no,neutral,other
1312,no,neutral,other
1313,no,neutral,other
1314,no,neutral,other
1315,yes,positive,energy_grid
1316,no,neutral,other
1317,yes,positive,tech_operations
1318,yes,positive,investment_buildout
1319,no,neutral,other
1320,yes,positive,tech_operations
1321,no,neutral,other
1322,no,neutral,other
1323,no,neutral,other
1324,yes,positive,energy_grid
1325,no,neutral,other
1326,no,neutral,other
1327,no,neutral,other
1328,no,neutral,other
1329,no,neutral,other
1330,no,neutral,other
1331,no,neutral,other
1332,yes,neutral,policy_regulation
1333,yes,positive,energy_grid
1334,yes,positive,investment_buildout
1335,no,neutral,other
1336,no,neutral,other
1337,no,neutral,other
1338,yes,positive,investment_buildout
1339,yes,positive,tech_operations
1340,no,neutral,other
1341,no,neutral,other
1342,yes,positive,energy_grid
1343,no,neutral,other
1344,yes,negative,energy_grid
1345,no,neutral,other
1346,no,neutral,other
1347,no,neutral,other
1348,no,neutral,other
1349,no,neutral,other
1350,yes,positive,tech_operations
