id,relevant,sentiment,theme
481,yes,positive,investment_buildout
482,no,neutral,other
483,no,neutral,other
484,no,neutral,other
485,no,neutral,other
486,yes,positive,investment_buildout
487,no,neutral,other
488,yes,positive,environment_water
489,yes,positive,environment_water
490,yes,neutral,other
491,no,neutral,other
492,no,neutral,other
493,no,neutral,other
494,no,neutral,other
495,yes,positive,investment_buildout
496,no,neutral,other
497,no,neutral,other
498,no,neutral,other
499,no,neutral,other
500,no,neutral,other
501,no,neutral,other
502,no,neutral,other
503,no,neutral,other
504,no,neutral,other
505,no,neutral,other
506,yes,positive,investment_buildout
507,no,neutral,other
508,no,neutral,other
509,no,neutral,other
510,yes,negative,community_opposition
511,no,neutral,other
512,no,neutral,other
513,no,neutral,other
514,no,neutral,other
515,no,neutral,other
516,no,neutral,other
517,no,neutral,other
518,no,neutral,other
519,no,neutral,other
520,yes,positive,investment_buildout
521,yes,positive,investment_buildout
522,no,neutral,other
523,no,neutral,other
524,no,neutral,other
525,no,neutral,other
526,no,neutral,other
527,no,neutral,other
528,yes,neutral,investment_buildout
529,yes,neutral,tech_operations
530,no,neutral,other
531,no,neutral,other
532,no,neutral,other
533,no,neutral,other
534,yes,positive,tech_operations
535,no,neutral,other
536,no,neutral,other
537,no,neutral,other
538,yes,positive,investment_buildout
539,no,neutral,other
540,yes,positive,policy_regulation
541,no,neutral,other
542,no,neutral,other
543,no,neutral,other
544,no,neutral,other
545,yes,positive,tech_operations
546,yes,neutral,tech_operations
547,no,neutral,other
548,yes,negative,community_opposition
549,yes,neutral,environment_water
550,no,neutral,other
551,no,neutral,other
552,no,neutral,other
553,no,neutral,other
554,yes,positive,investment_buildout
555,no,neutral,other
556,no,neutral,other
557,yes,negative,environment_water
558,no,neutral,other
559,no,neutral,other
560,no,neutral,other
561,no,neutral,other
562,no,neutral,other
563,no,neutral,other
564,no,neutral,other
565,yes,positive,investment_buildout
566,no,neutral,other
567,no,neutral,other
568,no,neutral,other
569,no,neutral,other
570,yes,positive,environment_water
571,no,neutral,other
572,no,neutral,other
573,no,neutral,other
574,yes,positive,investment_buildout
575,yes,positive,investment_buildout
576,no,neutral,other
577,yes,positive,investment_buildout
578,no,neutral,other
579,no,neutral,other
580,no,neutral,other
581,no,neutral,other
582,no,neutral,other
583,no,neutral,other
584,no,neutral,other
585,no,neutral,other
586,yes,positive,investment_buildout
587,yes,positive,investment_buildout
588,yes,neutral,tech_operations
589,yes,neutral,community_opposition
590,no,neutral,other
591,no,neutral,other
592,yes,positive,investment_buildout
593,no,neutral,other
594,no,neutral,other
595,no,neutral,other
596,yes,negative,environment_water
597,yes,neutral,investment_buildout
598,no,neutral,other
599,yes,neutral,tech_operations
600,no,neutral,other
