id,relevant,sentiment,theme
841,no,neutral,other
842,no,neutral,other
843,no,neutral,other
844,no,neutral,other
845,yes,positive,policy_regulation
846,no,neutral,other
847,no,neutral,other
848,no,neutral,other
849,no,neutral,other
850,no,neutral,other
851,no,neutral,other
852,yes,neutral,investment_buildout
853,no,neutral,other
854,yes,neutral,investment_buildout
855,no,neutral,other
856,no,neutral,other
857,no,neutral,other
858,no,neutral,other
859,yes,positive,investment_buildout
860,yes,positive,investment_buildout
861,no,neutral,other
862,no,neutral,other
863,no,neutral,other
864,no,neutral,other
865,no,neutral,other
866,no,neutral,other
867,yes,positive,investment_buildout
868,yes,positive,energy_grid
869,yes,positive,tech_operations
870,no,neutral,other
871,no,neutral,other
872,yes,neutral,tech_operations
873,yes,positive,investment_buildout
874,no,neutral,other
875,no,neutral,other
876,yes,positive,investment_buildout
877,no,neutral,other
878,no,neutral,other
879,no,neutral,other
880,no,neutral,other
881,no,neutral,other
882,no,neutral,other
883,yes,neutral,investment_buildout
884,yes,positive,energy_grid
885,yes,positive,investment_buildout
886,no,neutral,other
887,no,neutral,other
888,no,neutral,other
889,no,neutral,other
890,no,neutral,other
891,no,neutral,other
892,no,neutral,other
893,no,neutral,other
894,no,neutral,other
895,no,neutral,other
896,no,neutral,other
897,yes,negative,investment_buildout
898,no,neutral,other
899,no,neutral,other
900,no,neutral,other
901,yes,positive,investment_buildout
902,no,neutral,other
903,no,neutral,other
904,no,neutral,other
905,no,neutral,other
906,no,neutral,other
907,no,neutral,other
908,no,neutral,other
909,no,neutral,other
910,no,neutral,other
911,no,neutral,other
912,no,neutral,other
913,no,neutral,other
914,no,neutral,other
915,yes,positive,investment_buildout
916,no,neutral,other
917,no,neutral,other
918,no,neutral,other
919,no,neutral,other
920,yes,positive,investment_buildout
921,yes,positive,investment_buildout
922,no,neutral,other
923,no,neutral,other
924,no,neutral,other
925,no,neutral,other
926,no,neutral,other
927,no,neutral,other
928,no,neutral,other
929,no,neutral,other
930,yes,positive,energy_grid
931,yes,positive,energy_grid
932,no,neutral,other
933,yes,positive,investment_buildout
934,no,neutral,other
935,no,neutral,other
936,no,neutral,other
937,no,neutral,other
938,yes,negative,community_opposition
939,no,neutral,other
940,no,neutral,other
941,no,neutral,other
942,no,neutral,other
943,no,neutral,other
944,no,neutral,other
945,no,neutral,other
946,no,neutral,other
947,no,neutral,other
948,no,neutral,other
949,no,neutral,other
950,yes,neutral,policy_regulation
951,yes,positive,investment_buildout
952,no,neutral,other
953,no,neutral,other
954,no,neutral,other
955,no,neutral,other
956,no,neutral,other
957,no,neutral,other
958,no,neutral,other
959,no,neutral,other
960,no,neutral,other
