id,relevant,sentiment,theme
601,no,neutral,other
602,no,neutral,other
603,no,neutral,other
604,no,neutral,other
605,yes,positive,tech_operations
606,no,neutral,other
607,no,neutral,other
608,no,neutral,other
609,no,neutral,other
610,no,neutral,other
611,no,neutral,other
612,no,neutral,other
613,no,neutral,other
614,no,neutral,other
615,no,neutral,other
616,yes,positive,tech_operations
617,no,neutral,other
618,yes,positive,tech_operations
619,no,neutral,other
620,no,neutral,other
621,no,neutral,other
622,no,neutral,other
623,no,neutral,other
624,no,neutral,other
625,no,neutral,other
626,no,neutral,other
627,yes,positive,energy_grid
628,no,neutral,other
629,no,neutral,other
630,no,neutral,other
631,no,neutral,other
632,no,neutral,other
633,no,neutral,other
634,no,neutral,other
635,no,neutral,other
636,yes,positive,investment_buildout
637,yes,neutral,energy_grid
638,no,neutral,other
639,no,neutral,other
640,no,neutral,other
641,no,neutral,other
642,no,neutral,other
643,no,neutral,other
644,no,neutral,other
645,no,neutral,other
646,no,neutral,other
647,yes,negative,energy_grid
648,no,neutral,other
649,yes,positive,investment_buildout
650,no,neutral,other
651,no,neutral,other
652,no,neutral,other
653,no,neutral,other
654,no,neutral,other
655,yes,positive,investment_buildout
656,no,neutral,other
657,no,neutral,other
658,no,neutral,other
659,no,neutral,other
660,no,neutral,other
661,no,neutral,other
662,no,neutral,other
663,no,neutral,other
664,yes,neutral,jobs_economy
665,no,neutral,other
666,yes,neutral,other
667,no,neutral,other
668,no,neutral,other
669,no,neutral,other
670,no,neutral,other
671,no,neutral,other
672,no,neutral,other
673,no,neutral,other
674,no,neutral,other
675,no,neutral,other
676,no,neutral,other
677,no,neutral,other
678,no,neutral,other
679,no,neutral,other
680,no,neutral,other
681,no,neutral,other
682,yes,negative,community_opposition
683,yes,neutral,policy_regulation
684,no,neutral,other
685,no,neutral,other
686,no,neutral,other
687,yes,neutral,policy_regulation
688,no,neutral,other
689,no,neutral,other
690,no,neutral,other
691,no,neutral,other
692,no,neutral,other
693,no,neutral,other
694,yes,positive,environment_water
695,no,neutral,other
696,no,neutral,other
697,no,neutral,other
698,no,neutral,other
699,yes,positive,investment_buildout
700,no,neutral,other
701,no,neutral,other
702,no,neutral,other
703,no,neutral,other
704,no,neutral,other
705,no,neutral,other
706,no,neutral,other
707,no,neutral,other
708,yes,positive,investment_buildout
709,no,neutral,other
710,yes,neutral,energy_grid
711,no,neutral,other
712,no,neutral,other
713,no,neutral,other
714,no,neutral,other
715,no,neutral,other
716,yes,neutral,tech_operations
717,no,neutral,other
718,no,neutral,other
719,no,neutral,other
720,no,neutral,other
