id,relevant,sentiment,theme
1,no,neutral,other
2,no,neutral,other
3,no,neutral,other
4,no,neutral,other
5,no,neutral,other
6,no,neutral,other
7,no,neutral,other
8,no,neutral,other
9,no,neutral,other
10,no,neutral,other
11,yes,positive,investment_buildout
12,no,neutral,other
13,no,neutral,other
14,no,neutral,other
15,yes,positive,tech_operations
16,no,neutral,other
17,yes,positive,tech_operations
18,yes,neutral,energy_grid
19,no,neutral,other
20,no,neutral,other
21,no,neutral,other
22,no,neutral,other
23,yes,positive,investment_buildout
24,no,neutral,other
25,no,neutral,other
26,no,neutral,other
27,yes,positive,investment_buildout
28,no,neutral,other
29,no,neutral,other
30,no,neutral,other
31,no,neutral,other
32,no,neutral,other
33,no,neutral,other
34,no,neutral,other
35,no,neutral,other
36,no,neutral,other
37,no,neutral,other
38,no,neutral,other
39,no,neutral,other
40,yes,neutral,investment_buildout
41,no,neutral,other
42,yes,positive,energy_grid
43,no,neutral,other
44,no,neutral,other
45,no,neutral,other
46,no,neutral,other
47,no,neutral,other
48,no,neutral,other
49,yes,negative,community_opposition
50,no,neutral,other
51,no,neutral,other
52,no,neutral,other
53,no,neutral,other
54,no,neutral,other
55,no,neutral,other
56,yes,positive,investment_buildout
57,no,neutral,other
58,no,neutral,other
59,no,neutral,other
60,no,neutral,other
61,no,neutral,other
62,no,neutral,other
63,no,neutral,other
64,no,neutral,other
65,no,neutral,other
66,no,neutral,other
67,no,neutral,other
68,no,neutral,other
69,yes,neutral,investment_buildout
70,no,neutral,other
71,yes,positive,investment_buildout
72,yes,neutral,investment_buildout
73,no,neutral,other
74,no,neutral,other
75,yes,positive,investment_buildout
76,yes,neutral,energy_grid
77,yes,neutral,investment_buildout
78,yes,positive,environment_water
79,yes,positive,investment_buildout
80,yes,positive,investment_buildout
81,no,neutral,other
82,no,neutral,other
83,no,neutral,other
84,yes,neutral,investment_buildout
85,yes,positive,environment_water
86,no,neutral,other
87,no,neutral,other
88,no,neutral,other
89,no,neutral,other
90,no,neutral,other
91,yes,positive,energy_grid
92,no,neutral,other
93,no,neutral,other
94,no,neutral,other
95,yes,positive,tech_operations
96,no,neutral,other
97,no,neutral,other
98,no,neutral,other
99,no,neutral,other
100,no,neutral,other
101,yes,positive,jobs_economy
102,yes,positive,energy_grid
103,no,neutral,other
104,no,neutral,other
105,no,neutral,other
106,yes,positive,tech_operations
107,no,neutral,other
108,no,neutral,other
109,no,neutral,other
110,no,neutral,other
111,no,neutral,other
112,no,neutral,other
113,no,neutral,other
114,no,neutral,other
115,no,neutral,other
116,no,neutral,other
117,no,neutral,other
118,no,neutral,other
119,no,neutral,other
120,no,neutral,other
