id,relevant,sentiment,theme
1081,no,neutral,other
1082,yes,neutral,investment_buildout
1083,yes,neutral,investment_buildout
1084,no,neutral,other
1085,no,neutral,other
1086,no,neutral,other
1087,no,neutral,other
1088,no,neutral,other
1089,no,neutral,other
1090,no,neutral,other
1091,no,neutral,other
1092,no,neutral,other
1093,no,neutral,other
1094,no,neutral,other
1095,no,neutral,other
1096,no,neutral,other
1097,no,neutral,other
1098,no,neutral,other
1099,no,neutral,other
1100,no,neutral,other
1101,no,neutral,other
1102,no,neutral,other
1103,no,neutral,other
1104,yes,negative,tech_operations
1105,no,neutral,other
1106,no,neutral,other
1107,no,neutral,other
1108,no,neutral,other
1109,no,neutral,other
1110,no,neutral,other
1111,yes,neutral,investment_buildout
1112,yes,neutral,tech_operations
1113,no,neutral,other
1114,yes,positive,environment_water
1115,no,neutral,other
1116,no,neutral,other
1117,yes,positive,tech_operations
1118,no,neutral,other
1119,no,neutral,other
1120,no,neutral,other
1121,no,neutral,other
1122,no,neutral,other
1123,no,neutral,other
1124,no,neutral,other
1125,no,neutral,other
1126,no,neutral,other
1127,no,neutral,other
1128,no,neutral,other
1129,no,neutral,other
1130,no,neutral,other
1131,yes,positive,community_opposition
1132,no,neutral,other
1133,no,neutral,other
1134,no,neutral,other
1135,no,neutral,other
1136,no,neutral,other
1137,no,neutral,other
1138,no,neutral,other
1139,no,neutral,other
1140,no,neutral,other
1141,no,neutral,other
1142,no,neutral,other
1143,no,neutral,other
1144,no,neutral,other
1145,no,neutral,other
1146,no,neutral,other
1147,no,neutral,other
1148,no,neutral,other
1149,no,neutral,other
1150,no,neutral,other
1151,no,neutral,other
1152,no,neutral,other
1153,no,neutral,other
1154,no,neutral,other
1155,no,neutral,other
1156,no,neutral,other
1157,yes,positive,investment_buildout
1158,no,neutral,other
1159,no,neutral,other
1160,no,neutral,other
1161,no,neutral,other
1162,no,neutral,other
1163,no,neutral,other
1164,no,neutral,other
1165,yes,positive,investment_buildout
1166,yes,neutral,community_opposition
1167,no,neutral,other
1168,no,neutral,other
1169,no,neutral,other
1170,no,neutral,other
1171,yes,positive,tech_operations
1172,no,neutral,other
1173,no,neutral,other
1174,no,neutral,other
1175,no,neutral,other
1176,yes,positive,investment_buildout
1177,no,neutral,other
1178,yes,positive,investment_buildout
1179,yes,positive,tech_operations
1180,no,neutral,other
1181,no,neutral,other
1182,no,neutral,other
1183,no,neutral,other
1184,no,neutral,other
1185,no,neutral,other
1186,no,neutral,other
1187,no,neutral,other
1188,no,neutral,other
1189,yes,positive,investment_buildout
1190,no,neutral,other
1191,yes,neutral,tech_operations
1192,no,neutral,other
1193,no,neutral,other
1194,no,neutral,other
1195,no,neutral,other
1196,no,neutral,other
1197,no,neutral,other
1198,no,neutral,other
1199,no,neutral,other
1200,yes,negative,community_opposition
