id,relevant,sentiment,theme
961,no,neutral,other
962,no,neutral,other
963,no,neutral,other
964,no,neutral,other
965,no,neutral,other
966,no,neutral,other
967,no,neutral,other
968,no,neutral,other
969,no,neutral,other
970,no,neutral,other
971,no,neutral,other
972,no,neutral,other
973,no,neutral,other
974,no,neutral,other
975,no,neutral,other
976,no,neutral,other
977,no,neutral,other
978,no,neutral,other
979,no,neutral,other
980,yes,positive,investment_buildout
981,no,neutral,other
982,no,neutral,other
983,no,neutral,other
984,no,neutral,other
985,no,neutral,other
986,no,neutral,other
987,yes,neutral,investment_buildout
988,no,neutral,other
989,no,neutral,other
990,no,neutral,other
991,no,neutral,other
992,yes,positive,tech_operations
993,yes,negative,community_opposition
994,no,neutral,other
995,no,neutral,other
996,no,neutral,other
997,yes,neutral,energy_grid
998,no,neutral,other
999,no,neutral,other
1000,yes,positive,investment_buildout
1001,no,neutral,other
1002,no,neutral,other
1003,yes,neutral,environment_water
1004,yes,positive,investment_buildout
1005,no,neutral,other
1006,no,neutral,other
1007,no,neutral,other
1008,yes,positive,investment_buildout
1009,no,neutral,other
1010,no,neutral,other
1011,no,neutral,other
1012,no,neutral,other
1013,no,neutral,other
1014,no,neutral,other
1015,no,neutral,other
1016,no,neutral,other
1017,no,neutral,other
1018,yes,positive,tech_operations
1019,no,neutral,other
1020,no,neutral,other
1021,no,neutral,other
1022,yes,positive,investment_buildout
1023,no,neutral,other
1024,yes,positive,investment_buildout
1025,no,neutral,other
1026,no,neutral,other
1027,no,neutral,other
1028,no,neutral,other
1029,no,neutral,other
1030,no,neutral,other
1031,no,neutral,other
1032,no,neutral,other
1033,no,neutral,other
1034,no,neutral,other
1035,yes,positive,investment_buildout
1036,yes,neutral,policy_regulation
1037,no,neutral,other
1038,no,neutral,other
1039,no,neutral,other
1040,no,neutral,other
1041,no,neutral,other
1042,no,neutral,other
1043,no,neutral,other
1044,no,neutral,other
1045,no,neutral,other
1046,no,neutral,other
1047,no,neutral,other
1048,yes,neutral,tech_operations
1049,no,neutral,other
1050,no,neutral,other
1051,no,neutral,other
1052,no,neutral,other
1053,yes,positive,tech_operations
1054,no,neutral,other
1055,yes,positive,tech_operations
1056,no,neutral,other
1057,no,neutral,other
1058,no,neutral,other
1059,yes,positive,investment_buildout
1060,yes,positive,investment_buildout
1061,no,neutral,other
1062,no,neutral,other
1063,yes,neutral,investment_buildout
1064,yes,positive,investment_buildout
1065,no,neutral,other
1066,no,neutral,other
1067,no,neutral,other
1068,no,neutral,other
1069,no,neutral,other
1070,no,neutral,other
1071,no,neutral,other
1072,no,neutral,other
1073,no,neutral,other
1074,no,neutral,other
1075,no,neutral,other
1076,no,neutral,other
1077,no,neutral,other
1078,no,neutral,other
1079,no,neutral,other
1080,no,neutral,other
