id,relevant,sentiment,theme
1351,no,neutral,other
1352,no,neutral,other
1353,no,neutral,other
1354,no,neutral,other
1355,no,neutral,other
1356,no,neutral,other
1357,yes,positive,investment_buildout
1358,yes,positive,energy_grid
1359,no,neutral,other
1360,no,neutral,other
1361,no,neutral,other
1362,no,neutral,other
1363,no,neutral,other
1364,no,neutral,other
1365,yes,negative,environment_water
1366,no,neutral,other
1367,no,neutral,other
1368,no,neutral,other
1369,no,neutral,other
1370,yes,positive,investment_buildout
1371,no,neutral,other
1372,yes,positive,investment_buildout
1373,no,neutral,other
1374,no,neutral,other
1375,no,neutral,other
1376,no,neutral,other
1377,no,neutral,other
1378,no,neutral,other
1379,no,neutral,other
1380,no,neutral,other
1381,no,neutral,other
1382,no,neutral,other
1383,no,neutral,other
1384,yes,neutral,tech_operations
1385,no,neutral,other
1386,no,neutral,other
1387,no,neutral,other
1388,no,neutral,other
1389,no,neutral,other
1390,no,neutral,other
1391,no,neutral,other
1392,no,neutral,other
1393,yes,neutral,tech_operations
1394,no,neutral,other
1395,no,neutral,other
1396,no,neutral,other
1397,no,neutral,other
1398,no,neutral,other
1399,no,neutral,other
1400,no,neutral,other
1401,yes,positive,investment_buildout
1402,no,neutral,other
1403,yes,positive,investment_buildout
1404,no,neutral,other
1405,no,neutral,other
1406,no,neutral,other
1407,no,neutral,other
1408,no,neutral,other
1409,yes,neutral,jobs_economy
1410,no,neutral,other
1411,no,neutral,other
1412,no,neutral,other
1413,no,neutral,other
1414,no,neutral,other
1415,no,neutral,other
1416,no,neutral,other
1417,no,neutral,other
1418,yes,negative,tech_operations
1419,yes,negative,tech_operations
1420,no,neutral,other
1421,no,neutral,other
1422,no,neutral,other
1423,yes,negative,tech_operations
1424,no,neutral,other
1425,yes,negative,tech_operations
1426,yes,negative,tech_operations
1427,yes,negative,policy_regulation
1428,no,neutral,other
1429,no,neutral,other
1430,no,neutral,other
1431,yes,negative,tech_operations
1432,yes,negative,tech_operations
1433,no,neutral,other
1434,no,neutral,other
1435,no,neutral,other
1436,no,neutral,other
1437,no,neutral,other
1438,no,neutral,other
1439,no,neutral,other
1440,no,neutral,other
1441,no,neutral,other
1442,no,neutral,other
1443,no,neutral,other
1444,no,neutral,other
1445,no,neutral,other
1446,no,neutral,other
1447,no,neutral,other
1448,no,neutral,other
1449,yes,positive,tech_operations
1450,no,neutral,other
1451,no,neutral,other
1452,no,neutral,other
1453,no,neutral,other
1454,yes,positive,tech_operations
1455,no,neutral,other
1456,no,neutral,other
1457,no,neutral,other
1458,yes,neutral,tech_operations
1459,yes,positive,tech_operations
1460,no,neutral,other
1461,no,neutral,other
1462,yes,positive,tech_operations
1463,yes,positive,tech_operations
1464,no,neutral,other
1465,yes,positive,investment_buildout
1466,no,neutral,other
1467,no,neutral,other
1468,no,neutral,other
1469,no,neutral,other
1470,no,neutral,other
1471,yes,positive,tech_operations
1472,no,neutral,other
1473,no,neutral,other
1474,yes,positive,tech_operations
1475,no,neutral,other
1476,yes,positive,investment_buildout
1477,yes,negative,tech_operations
1478,yes,negative,policy_regulation
1479,no,neutral,other
1480,yes,positive,investment_buildout
1481,no,neutral,other
1482,no,neutral,other
1483,no,neutral,other
1484,no,neutral,other
1485,no,neutral,other
1486,yes,positive,tech_operations
1487,yes,negative,policy_regulation
1488,no,neutral,other
1489,no,neutral,other
1490,no,neutral,other
1491,no,neutral,other
1492,no,neutral,other
1493,no,neutral,other
1494,no,neutral,other
1495,no,neutral,other
1496,no,neutral,other
1497,no,neutral,other
1498,no,neutral,other
1499,no,neutral,other
1500,yes,positive,tech_operations
