id,relevant,sentiment,theme
6751,yes,positive,investment_buildout
6752,yes,positive,investment_buildout
6753,yes,positive,investment_buildout
6754,yes,positive,investment_buildout
6755,yes,neutral,energy_grid
6756,yes,negative,energy_grid
6757,yes,neutral,tech_operations
6758,yes,positive,investment_buildout
6759,no,neutral,other
6760,yes,negative,community_opposition
6761,yes,neutral,other
6762,yes,positive,jobs_economy
6763,yes,neutral,investment_buildout
6764,yes,neutral,investment_buildout
6765,yes,negative,energy_grid
6766,yes,positive,investment_buildout
6767,no,neutral,other
6768,yes,positive,tech_operations
6769,no,neutral,other
6770,yes,neutral,energy_grid
6771,no,neutral,other
6772,yes,negative,community_opposition
6773,yes,positive,investment_buildout
6774,yes,positive,tech_operations
6775,yes,neutral,community_opposition
6776,yes,negative,energy_grid
6777,no,neutral,other
6778,yes,negative,community_opposition
6779,yes,positive,tech_operations
6780,yes,negative,community_opposition
6781,no,neutral,other
6782,yes,neutral,energy_grid
6783,yes,negative,energy_grid
6784,yes,positive,investment_buildout
6785,yes,negative,jobs_economy
6786,yes,positive,tech_operations
6787,yes,neutral,energy_grid
6788,yes,neutral,investment_buildout
6789,yes,neutral,tech_operations
6790,yes,negative,community_opposition
6791,yes,positive,tech_operations
6792,yes,neutral,community_opposition
6793,yes,positive,jobs_economy
6794,yes,positive,investment_buildout
6795,yes,neutral,investment_buildout
6796,yes,positive,energy_grid
6797,yes,negative,environment_water
6798,yes,negative,environment_water
6799,yes,negative,policy_regulation
6800,yes,negative,community_opposition
6801,yes,positive,investment_buildout
6802,yes,positive,energy_grid
6803,yes,negative,community_opposition
6804,yes,neutral,other
6805,no,neutral,other
6806,yes,positive,investment_buildout
6807,yes,positive,tech_operations
6808,yes,positive,investment_buildout
6809,yes,positive,investment_buildout
6810,yes,negative,investment_buildout
6811,yes,positive,investment_buildout
6812,yes,positive,energy_grid
6813,yes,neutral,investment_buildout
6814,yes,neutral,tech_operations
6815,yes,negative,community_opposition
6816,yes,neutral,tech_operations
6817,no,neutral,other
6818,yes,positive,tech_operations
6819,yes,neutral,energy_grid
6820,yes,negative,community_opposition
6821,yes,negative,investment_buildout
6822,yes,neutral,energy_grid
6823,yes,positive,tech_operations
6824,yes,positive,investment_buildout
6825,yes,positive,investment_buildout
6826,yes,positive,energy_grid
6827,yes,neutral,investment_buildout
6828,yes,positive,tech_operations
6829,yes,negative,community_opposition
6830,yes,negative,community_opposition
6831,yes,positive,investment_buildout
6832,yes,positive,investment_buildout
6833,yes,neutral,investment_buildout
6834,yes,positive,investment_buildout
6835,yes,neutral,energy_grid
6836,yes,neutral,tech_operations
6837,yes,negative,community_opposition
6838,yes,neutral,policy_regulation
6839,yes,neutral,investment_buildout
6840,yes,positive,investment_buildout
6841,yes,neutral,tech_operations
6842,yes,positive,investment_buildout
6843,yes,neutral,energy_grid
6844,yes,positive,tech_operations
6845,yes,negative,community_opposition
6846,yes,positive,investment_buildout
6847,yes,positive,investment_buildout
6848,yes,negative,policy_regulation
6849,yes,positive,environment_water
6850,yes,positive,tech_operations
6851,yes,positive,investment_buildout
6852,yes,neutral,energy_grid
6853,no,neutral,other
6854,yes,positive,energy_grid
6855,yes,negative,community_opposition
6856,yes,positive,investment_buildout
6857,yes,positive,investment_buildout
6858,yes,neutral,investment_buildout
6859,yes,negative,community_opposition
6860,yes,neutral,community_opposition
6861,yes,neutral,investment_buildout
6862,yes,neutral,investment_buildout
6863,yes,positive,tech_operations
6864,yes,positive,investment_buildout
6865,yes,neutral,tech_operations
6866,no,neutral,other
6867,yes,positive,investment_buildout
6868,yes,neutral,investment_buildout
6869,yes,neutral,policy_regulation
6870,yes,positive,energy_grid
6871,yes,positive,tech_operations
6872,yes,positive,energy_grid
6873,yes,positive,investment_buildout
6874,yes,positive,tech_operations
6875,yes,positive,tech_operations
6876,yes,negative,community_opposition
6877,yes,positive,investment_buildout
6878,yes,neutral,investment_buildout
6879,yes,negative,policy_regulation
6880,yes,negative,environment_water
6881,yes,positive,tech_operations
6882,yes,positive,jobs_economy
6883,yes,positive,investment_buildout
6884,yes,negative,energy_grid
6885,yes,negative,community_opposition
6886,yes,neutral,tech_operations
6887,yes,negative,policy_regulation
6888,yes,positive,investment_buildout
6889,yes,positive,tech_operations
6890,yes,negative,environment_water
6891,no,neutral,other
6892,yes,positive,investment_buildout
6893,yes,neutral,community_opposition
6894,yes,negative,community_opposition
6895,yes,negative,energy_grid
6896,yes,negative,energy_grid
6897,yes,neutral,investment_buildout
6898,yes,positive,tech_operations
6899,no,neutral,other
6900,yes,negative,policy_regulation
6901,yes,neutral,energy_grid
6902,yes,positive,investment_buildout
6903,yes,neutral,energy_grid
6904,yes,neutral,energy_grid
6905,yes,positive,investment_buildout
6906,no,neutral,other
6907,yes,negative,community_opposition
6908,yes,positive,investment_buildout
6909,yes,neutral,energy_grid
6910,yes,positive,investment_buildout
6911,yes,positive,tech_operations
6912,yes,negative,energy_grid
6913,yes,neutral,community_opposition
6914,yes,positive,investment_buildout
6915,yes,neutral,policy_regulation
6916,yes,negative,community_opposition
6917,yes,positive,investment_buildout
6918,yes,negative,energy_grid
6919,yes,neutral,policy_regulation
6920,yes,negative,community_opposition
6921,yes,negative,community_opposition
6922,yes,positive,tech_operations
6923,yes,neutral,energy_grid
6924,yes,positive,investment_buildout
6925,yes,negative,community_opposition
6926,yes,negative,community_opposition
6927,yes,neutral,policy_regulation
6928,yes,positive,investment_buildout
6929,yes,neutral,policy_regulation
6930,yes,neutral,policy_regulation
6931,yes,negative,community_opposition
6932,yes,positive,investment_buildout
6933,yes,negative,jobs_economy
6934,yes,positive,investment_buildout
6935,yes,negative,energy_grid
6936,yes,neutral,policy_regulation
6937,yes,neutral,investment_buildout
6938,yes,positive,investment_buildout
6939,yes,positive,energy_grid
6940,yes,positive,tech_operations
6941,yes,positive,tech_operations
6942,yes,neutral,energy_grid
6943,yes,positive,investment_buildout
6944,yes,positive,investment_buildout
6945,yes,positive,energy_grid
6946,yes,negative,jobs_economy
6947,yes,neutral,other
6948,yes,positive,jobs_economy
6949,yes,negative,policy_regulation
6950,yes,neutral,tech_operations
6951,yes,neutral,policy_regulation
6952,yes,neutral,environment_water
6953,yes,positive,tech_operations
6954,yes,neutral,energy_grid
6955,yes,neutral,jobs_economy
6956,yes,neutral,policy_regulation
6957,yes,negative,community_opposition
6958,yes,negative,energy_grid
6959,yes,negative,environment_water
6960,yes,negative,jobs_economy
6961,yes,positive,investment_buildout
6962,yes,positive,energy_grid
6963,yes,negative,community_opposition
6964,yes,positive,tech_operations
6965,yes,positive,investment_buildout
6966,yes,positive,tech_operations
6967,yes,negative,community_opposition
6968,yes,positive,investment_buildout
6969,no,neutral,other
6970,yes,positive,investment_buildout
6971,yes,neutral,community_opposition
6972,yes,neutral,policy_regulation
6973,yes,negative,investment_buildout
6974,yes,negative,energy_grid
6975,yes,negative,investment_buildout
6976,yes,neutral,energy_grid
6977,yes,positive,investment_buildout
6978,yes,negative,energy_grid
6979,yes,positive,energy_grid
6980,yes,positive,investment_buildout
6981,yes,neutral,investment_buildout
6982,yes,neutral,investment_buildout
6983,yes,positive,investment_buildout
6984,yes,positive,tech_operations
6985,yes,negative,energy_grid
6986,yes,neutral,policy_regulation
6987,yes,positive,tech_operations
6988,yes,positive,investment_buildout
6989,yes,positive,investment_buildout
6990,yes,neutral,other
6991,yes,negative,energy_grid
6992,yes,neutral,energy_grid
6993,yes,positive,environment_water
6994,yes,negative,energy_grid
6995,yes,negative,community_opposition
6996,yes,negative,community_opposition
6997,yes,neutral,investment_buildout
6998,yes,negative,community_opposition
6999,yes,neutral,energy_grid
7000,yes,positive,investment_buildout
