id,relevant,sentiment,theme
4251,yes,positive,investment_buildout
4252,yes,positive,investment_buildout
4253,yes,positive,investment_buildout
4254,yes,neutral,investment_buildout
4255,yes,positive,energy_grid
4256,yes,positive,other
4257,yes,neutral,tech_operations
4258,yes,negative,community_opposition
4259,yes,negative,community_opposition
4260,yes,positive,investment_buildout
4261,yes,positive,tech_operations
4262,yes,positive,investment_buildout
4263,yes,neutral,tech_operations
4264,yes,positive,investment_buildout
4265,yes,positive,investment_buildout
4266,yes,positive,investment_buildout
4267,yes,negative,environment_water
4268,yes,positive,investment_buildout
4269,no,neutral,other
4270,yes,neutral,tech_operations
4271,yes,neutral,energy_grid
4272,yes,neutral,investment_buildout
4273,yes,positive,investment_buildout
4274,yes,positive,investment_buildout
4275,yes,positive,policy_regulation
4276,yes,positive,investment_buildout
4277,yes,positive,investment_buildout
4278,yes,negative,community_opposition
4279,yes,positive,tech_operations
4280,yes,positive,investment_buildout
4281,yes,negative,community_opposition
4282,yes,positive,tech_operations
4283,yes,neutral,investment_buildout
4284,yes,neutral,investment_buildout
4285,yes,negative,energy_grid
4286,yes,negative,policy_regulation
4287,yes,positive,investment_buildout
4288,yes,neutral,investment_buildout
4289,yes,positive,investment_buildout
4290,yes,positive,investment_buildout
4291,yes,neutral,energy_grid
4292,yes,positive,investment_buildout
4293,yes,positive,investment_buildout
4294,yes,positive,investment_buildout
4295,yes,positive,energy_grid
4296,yes,positive,investment_buildout
4297,yes,negative,environment_water
4298,yes,positive,investment_buildout
4299,yes,neutral,tech_operations
4300,yes,neutral,community_opposition
4301,yes,positive,tech_operations
4302,yes,positive,tech_operations
4303,yes,neutral,investment_buildout
4304,yes,positive,investment_buildout
4305,yes,negative,investment_buildout
4306,yes,positive,investment_buildout
4307,no,neutral,other
4308,yes,neutral,policy_regulation
4309,yes,positive,investment_buildout
4310,yes,positive,tech_operations
4311,yes,positive,investment_buildout
4312,no,neutral,other
4313,yes,positive,investment_buildout
4314,yes,positive,energy_grid
4315,yes,neutral,energy_grid
4316,yes,positive,tech_operations
4317,yes,positive,investment_buildout
4318,yes,positive,investment_buildout
4319,yes,positive,investment_buildout
4320,yes,positive,investment_buildout
4321,no,neutral,other
4322,yes,neutral,investment_buildout
4323,no,neutral,other
4324,yes,positive,investment_buildout
4325,no,neutral,other
4326,yes,positive,tech_operations
4327,yes,positive,investment_buildout
4328,yes,positive,investment_buildout
4329,yes,positive,investment_buildout
4330,yes,positive,investment_buildout
4331,yes,positive,energy_grid
4332,yes,neutral,investment_buildout
4333,yes,positive,energy_grid
4334,yes,positive,investment_buildout
4335,yes,positive,tech_operations
4336,yes,positive,jobs_economy
4337,yes,neutral,investment_buildout
4338,yes,neutral,energy_grid
4339,yes,positive,investment_buildout
4340,yes,positive,tech_operations
4341,yes,neutral,investment_buildout
4342,yes,neutral,tech_operations
4343,yes,neutral,investment_buildout
4344,yes,positive,investment_buildout
4345,yes,positive,tech_operations
4346,no,neutral,other
4347,yes,neutral,environment_water
4348,yes,positive,investment_buildout
4349,yes,positive,tech_operations
4350,yes,positive,jobs_economy
4351,yes,positive,investment_buildout
4352,yes,positive,investment_buildout
4353,no,neutral,other
4354,yes,positive,investment_buildout
4355,yes,negative,energy_grid
4356,yes,positive,policy_regulation
4357,yes,positive,tech_operations
4358,yes,neutral,energy_grid
4359,yes,positive,energy_grid
4360,yes,positive,tech_operations
4361,yes,positive,investment_buildout
4362,yes,negative,energy_grid
4363,yes,positive,tech_operations
4364,yes,positive,tech_operations
4365,yes,negative,community_opposition
4366,yes,neutral,jobs_economy
4367,yes,negative,tech_operations
4368,yes,positive,tech_operations
4369,yes,neutral,tech_operations
4370,yes,positive,investment_buildout
4371,yes,positive,tech_operations
4372,yes,positive,energy_grid
4373,yes,positive,investment_buildout
4374,yes,neutral,investment_buildout
4375,yes,positive,tech_operations
4376,yes,positive,investment_buildout
4377,yes,neutral,tech_operations
4378,yes,neutral,investment_buildout
4379,yes,negative,tech_operations
4380,yes,positive,investment_buildout
4381,yes,positive,tech_operations
4382,yes,negative,policy_regulation
4383,yes,positive,investment_buildout
4384,yes,negative,tech_operations
4385,yes,neutral,investment_buildout
4386,yes,positive,tech_operations
4387,yes,positive,investment_buildout
4388,yes,negative,jobs_economy
4389,yes,negative,energy_grid
4390,yes,positive,investment_buildout
4391,yes,positive,investment_buildout
4392,yes,negative,tech_operations
4393,yes,positive,investment_buildout
4394,yes,neutral,investment_buildout
4395,no,neutral,other
4396,yes,positive,tech_operations
4397,yes,negative,tech_operations
4398,yes,positive,investment_buildout
4399,yes,positive,tech_operations
4400,yes,neutral,policy_regulation
4401,yes,positive,investment_buildout
4402,yes,positive,investment_buildout
4403,yes,positive,tech_operations
4404,yes,neutral,investment_buildout
4405,yes,positive,investment_buildout
4406,yes,negative,tech_operations
4407,yes,positive,energy_grid
4408,yes,positive,investment_buildout
4409,yes,positive,investment_buildout
4410,yes,positive,investment_buildout
4411,yes,positive,tech_operations
4412,yes,positive,investment_buildout
4413,yes,positive,tech_operations
4414,yes,positive,investment_buildout
4415,yes,neutral,investment_buildout
4416,no,neutral,other
4417,no,neutral,other
4418,yes,negative,policy_regulation
4419,yes,negative,tech_operations
4420,yes,negative,tech_operations
4421,yes,positive,investment_buildout
4422,yes,positive,investment_buildout
4423,yes,positive,investment_buildout
4424,yes,positive,jobs_economy
4425,yes,positive,energy_grid
4426,yes,positive,investment_buildout
4427,yes,neutral,tech_operations
4428,yes,neutral,investment_buildout
4429,yes,positive,investment_buildout
4430,yes,negative,tech_operations
4431,yes,positive,environment_water
4432,yes,positive,investment_buildout
4433,yes,negative,tech_operations
4434,yes,positive,tech_operations
4435,yes,positive,investment_buildout
4436,yes,negative,tech_operations
4437,yes,negative,tech_operations
4438,yes,negative,tech_operations
4439,yes,positive,energy_grid
4440,yes,neutral,other
4441,yes,positive,investment_buildout
4442,yes,positive,investment_buildout
4443,yes,neutral,community_opposition
4444,no,neutral,other
4445,yes,positive,investment_buildout
4446,yes,neutral,investment_buildout
4447,yes,neutral,energy_grid
4448,yes,positive,investment_buildout
4449,yes,positive,environment_water
4450,yes,negative,tech_operations
4451,yes,negative,energy_grid
4452,yes,neutral,investment_buildout
4453,no,neutral,other
4454,no,neutral,other
4455,yes,neutral,investment_buildout
4456,yes,negative,energy_grid
4457,yes,positive,energy_grid
4458,yes,positive,tech_operations
4459,yes,positive,environment_water
4460,yes,neutral,energy_grid
4461,yes,positive,energy_grid
4462,yes,positive,investment_buildout
4463,yes,positive,energy_grid
4464,yes,neutral,tech_operations
4465,yes,positive,investment_buildout
4466,yes,positive,energy_grid
4467,yes,positive,investment_buildout
4468,yes,neutral,tech_operations
4469,yes,neutral,tech_operations
4470,yes,positive,energy_grid
4471,yes,positive,investment_buildout
4472,yes,positive,investment_buildout
4473,yes,neutral,investment_buildout
4474,yes,positive,energy_grid
4475,yes,positive,energy_grid
4476,yes,positive,investment_buildout
4477,yes,negative,policy_regulation
4478,yes,positive,investment_buildout
4479,no,neutral,other
4480,yes,negative,investment_buildout
