id,relevant,sentiment,theme
1,yes,neutral,community_opposition
2,yes,positive,investment_buildout
3,yes,positive,investment_buildout
4,yes,positive,investment_buildout
5,no,neutral,other
6,yes,positive,investment_buildout
7,yes,negative,environment_water
8,yes,positive,energy_grid
9,yes,neutral,investment_buildout
10,yes,neutral,investment_buildout
11,yes,positive,tech_operations
12,yes,positive,investment_buildout
13,yes,positive,investment_buildout
14,yes,positive,investment_buildout
15,yes,positive,investment_buildout
16,yes,positive,investment_buildout
17,yes,positive,investment_buildout
18,yes,positive,investment_buildout
19,no,neutral,other
20,no,neutral,other
21,yes,positive,investment_buildout
22,yes,positive,investment_buildout
23,yes,neutral,jobs_economy
24,yes,positive,energy_grid
25,yes,neutral,other
26,yes,positive,investment_buildout
27,yes,neutral,tech_operations
28,yes,positive,investment_buildout
29,yes,positive,investment_buildout
30,yes,positive,investment_buildout
31,yes,positive,investment_buildout
32,yes,positive,investment_buildout
33,no,neutral,other
34,yes,positive,investment_buildout
35,yes,positive,investment_buildout
36,no,neutral,other
37,yes,neutral,community_opposition
38,yes,positive,investment_buildout
39,yes,negative,policy_regulation
40,yes,positive,investment_buildout
41,yes,neutral,tech_operations
42,yes,positive,investment_buildout
43,yes,positive,investment_buildout
44,yes,positive,investment_buildout
45,yes,positive,investment_buildout
46,yes,positive,tech_operations
47,no,neutral,other
48,yes,positive,investment_buildout
49,yes,positive,investment_buildout
50,yes,positive,investment_buildout
51,yes,negative,community_opposition
52,yes,positive,investment_buildout
53,yes,neutral,other
54,yes,positive,investment_buildout
55,yes,positive,investment_buildout
56,yes,neutral,investment_buildout
57,yes,positive,investment_buildout
58,yes,positive,investment_buildout
59,yes,neutral,investment_buildout
60,yes,positive,energy_grid
61,yes,positive,tech_operations
62,yes,positive,investment_buildout
63,yes,negative,investment_buildout
64,yes,positive,investment_buildout
65,yes,positive,investment_buildout
66,yes,positive,investment_buildout
67,no,neutral,other
68,yes,positive,investment_buildout
69,yes,positive,tech_operations
70,yes,neutral,jobs_economy
71,yes,positive,investment_buildout
72,yes,positive,investment_buildout
73,yes,negative,investment_buildout
74,no,neutral,other
75,yes,positive,tech_operations
76,yes,positive,investment_buildout
77,yes,positive,investment_buildout
78,yes,positive,investment_buildout
79,yes,positive,investment_buildout
80,yes,positive,investment_buildout
81,no,neutral,other
82,yes,neutral,tech_operations
83,yes,positive,investment_buildout
84,yes,positive,investment_buildout
85,yes,positive,investment_buildout
86,yes,positive,investment_buildout
87,yes,neutral,tech_operations
88,yes,neutral,community_opposition
89,yes,positive,investment_buildout
90,yes,positive,investment_buildout
91,no,neutral,other
92,yes,positive,investment_buildout
93,yes,neutral,policy_regulation
94,yes,positive,investment_buildout
95,yes,positive,investment_buildout
96,yes,positive,other
97,yes,positive,investment_buildout
98,yes,positive,investment_buildout
99,yes,positive,environment_water
100,yes,positive,investment_buildout
101,yes,positive,other
102,yes,neutral,energy_grid
103,yes,positive,investment_buildout
104,yes,positive,investment_buildout
105,yes,positive,investment_buildout
106,yes,positive,tech_operations
107,yes,positive,investment_buildout
108,yes,positive,energy_grid
109,yes,positive,investment_buildout
110,yes,positive,investment_buildout
111,yes,negative,community_opposition
112,yes,positive,policy_regulation
113,yes,neutral,investment_buildout
