id,relevant,sentiment,theme
7751,yes,neutral,investment_buildout
7752,yes,negative,community_opposition
7753,yes,neutral,investment_buildout
7754,yes,neutral,investment_buildout
7755,yes,positive,investment_buildout
7756,yes,positive,investment_buildout
7757,yes,negative,policy_regulation
7758,yes,positive,investment_buildout
7759,yes,negative,environment_water
7760,yes,positive,investment_buildout
7761,yes,positive,jobs_economy
7762,yes,positive,investment_buildout
7763,yes,negative,community_opposition
7764,yes,neutral,community_opposition
7765,yes,neutral,investment_buildout
7766,yes,negative,policy_regulation
7767,yes,negative,community_opposition
7768,yes,negative,community_opposition
7769,yes,neutral,investment_buildout
7770,yes,negative,community_opposition
7771,yes,positive,tech_operations
7772,yes,positive,investment_buildout
7773,yes,neutral,tech_operations
7774,yes,neutral,community_opposition
7775,yes,negative,policy_regulation
7776,yes,neutral,policy_regulation
7777,yes,positive,investment_buildout
7778,yes,negative,energy_grid
7779,yes,positive,investment_buildout
7780,yes,negative,investment_buildout
7781,yes,positive,investment_buildout
7782,yes,positive,investment_buildout
7783,yes,negative,policy_regulation
7784,yes,positive,tech_operations
7785,yes,neutral,energy_grid
7786,yes,neutral,environment_water
7787,yes,positive,tech_operations
7788,yes,neutral,investment_buildout
7789,yes,negative,policy_regulation
7790,yes,positive,tech_operations
7791,yes,neutral,environment_water
7792,yes,positive,energy_grid
7793,yes,neutral,community_opposition
7794,yes,positive,investment_buildout
7795,yes,neutral,energy_grid
7796,yes,neutral,policy_regulation
7797,yes,negative,community_opposition
7798,yes,negative,community_opposition
7799,yes,negative,environment_water
7800,yes,positive,investment_buildout
7801,yes,neutral,investment_buildout
7802,yes,positive,tech_operations
7803,yes,negative,community_opposition
7804,yes,positive,jobs_economy
7805,yes,neutral,policy_regulation
7806,yes,positive,investment_buildout
7807,yes,neutral,policy_regulation
7808,yes,negative,environment_water
7809,yes,negative,investment_buildout
7810,yes,positive,investment_buildout
7811,yes,negative,policy_regulation
7812,yes,negative,other
7813,yes,negative,community_opposition
7814,yes,negative,community_opposition
7815,yes,negative,policy_regulation
7816,yes,neutral,environment_water
7817,yes,neutral,tech_operations
7818,yes,positive,energy_grid
7819,yes,negative,community_opposition
7820,yes,neutral,community_opposition
7821,yes,negative,community_opposition
7822,yes,negative,environment_water
7823,yes,neutral,investment_buildout
7824,yes,positive,investment_buildout
7825,yes,negative,energy_grid
7826,yes,neutral,energy_grid
7827,yes,positive,investment_buildout
7828,yes,negative,environment_water
7829,yes,positive,investment_buildout
7830,yes,positive,investment_buildout
7831,yes,negative,energy_grid
7832,yes,positive,energy_grid
7833,yes,negative,community_opposition
7834,yes,positive,investment_buildout
7835,yes,neutral,investment_buildout
7836,yes,positive,investment_buildout
7837,yes,negative,community_opposition
7838,yes,neutral,policy_regulation
7839,yes,positive,investment_buildout
7840,yes,negative,community_opposition
7841,yes,negative,community_opposition
7842,yes,neutral,investment_buildout
7843,yes,neutral,policy_regulation
7844,yes,positive,investment_buildout
7845,yes,positive,investment_buildout
7846,yes,neutral,investment_buildout
7847,yes,neutral,investment_buildout
7848,yes,neutral,energy_grid
7849,yes,positive,energy_grid
7850,yes,negative,energy_grid
7851,yes,positive,investment_buildout
7852,yes,negative,community_opposition
7853,yes,negative,community_opposition
7854,yes,negative,environment_water
7855,yes,negative,community_opposition
7856,yes,negative,community_opposition
7857,yes,negative,environment_water
7858,yes,positive,investment_buildout
7859,yes,neutral,energy_grid
7860,yes,neutral,community_opposition
7861,yes,neutral,policy_regulation
7862,yes,neutral,tech_operations
7863,yes,positive,investment_buildout
7864,yes,negative,community_opposition
7865,yes,neutral,policy_regulation
7866,yes,negative,community_opposition
7867,yes,negative,community_opposition
7868,yes,positive,investment_buildout
7869,yes,negative,energy_grid
7870,yes,positive,tech_operations
7871,yes,positive,energy_grid
7872,yes,negative,community_opposition
7873,yes,negative,community_opposition
7874,yes,negative,policy_regulation
7875,yes,negative,community_opposition
7876,yes,negative,environment_water
7877,yes,negative,energy_grid
7878,yes,positive,tech_operations
7879,yes,neutral,community_opposition
7880,yes,negative,policy_regulation
7881,yes,neutral,investment_buildout
7882,yes,neutral,community_opposition
7883,yes,neutral,policy_regulation
7884,yes,neutral,investment_buildout
7885,yes,positive,investment_buildout
7886,yes,negative,community_opposition
7887,yes,negative,energy_grid
7888,yes,negative,community_opposition
7889,yes,positive,investment_buildout
7890,yes,neutral,investment_buildout
7891,yes,neutral,community_opposition
7892,yes,positive,investment_buildout
7893,yes,negative,community_opposition
7894,yes,negative,policy_regulation
7895,yes,neutral,investment_buildout
7896,yes,negative,community_opposition
7897,yes,positive,investment_buildout
7898,yes,negative,community_opposition
7899,yes,negative,environment_water
7900,yes,positive,energy_grid
7901,yes,negative,community_opposition
7902,yes,negative,energy_grid
7903,yes,neutral,investment_buildout
7904,yes,negative,community_opposition
7905,yes,neutral,investment_buildout
7906,yes,negative,community_opposition
7907,yes,positive,investment_buildout
7908,yes,positive,jobs_economy
7909,yes,neutral,community_opposition
7910,yes,positive,energy_grid
7911,yes,negative,environment_water
7912,yes,positive,investment_buildout
7913,yes,negative,energy_grid
7914,yes,neutral,investment_buildout
7915,yes,positive,investment_buildout
7916,yes,negative,investment_buildout
7917,yes,positive,jobs_economy
7918,yes,negative,policy_regulation
7919,yes,negative,community_opposition
7920,yes,negative,community_opposition
7921,yes,negative,energy_grid
7922,yes,neutral,policy_regulation
7923,yes,neutral,community_opposition
7924,yes,neutral,community_opposition
7925,yes,negative,policy_regulation
7926,yes,positive,tech_operations
7927,yes,positive,investment_buildout
7928,yes,neutral,policy_regulation
7929,yes,neutral,community_opposition
7930,yes,neutral,investment_buildout
7931,yes,neutral,investment_buildout
7932,yes,positive,investment_buildout
7933,yes,neutral,community_opposition
7934,yes,negative,community_opposition
7935,yes,negative,community_opposition
7936,yes,negative,environment_water
7937,yes,positive,investment_buildout
7938,yes,negative,community_opposition
7939,yes,neutral,tech_operations
7940,yes,negative,energy_grid
7941,yes,negative,investment_buildout
7942,yes,neutral,energy_grid
7943,yes,neutral,community_opposition
7944,yes,negative,community_opposition
7945,yes,neutral,energy_grid
7946,yes,neutral,policy_regulation
7947,yes,neutral,investment_buildout
7948,yes,negative,community_opposition
7949,yes,negative,community_opposition
7950,yes,neutral,policy_regulation
7951,yes,positive,jobs_economy
7952,yes,neutral,investment_buildout
7953,yes,positive,tech_operations
7954,yes,positive,environment_water
7955,yes,positive,jobs_economy
7956,yes,negative,policy_regulation
7957,yes,negative,energy_grid
7958,yes,positive,tech_operations
7959,yes,negative,community_opposition
7960,yes,negative,community_opposition
7961,yes,positive,tech_operations
7962,yes,neutral,investment_buildout
7963,yes,neutral,community_opposition
7964,yes,positive,tech_operations
7965,yes,negative,community_opposition
7966,yes,negative,environment_water
7967,yes,negative,environment_water
7968,yes,negative,community_opposition
7969,yes,neutral,investment_buildout
7970,yes,neutral,community_opposition
7971,yes,positive,investment_buildout
7972,yes,negative,community_opposition
7973,yes,positive,investment_buildout
7974,yes,neutral,community_opposition
7975,yes,positive,jobs_economy
7976,yes,negative,environment_water
7977,yes,negative,policy_regulation
7978,yes,positive,investment_buildout
7979,yes,positive,investment_buildout
7980,no,neutral,other
7981,yes,negative,community_opposition
7982,yes,negative,community_opposition
7983,yes,negative,energy_grid
7984,yes,positive,investment_buildout
7985,yes,neutral,policy_regulation
7986,yes,positive,investment_buildout
7987,yes,negative,investment_buildout
7988,yes,positive,environment_water
7989,yes,neutral,investment_buildout
7990,yes,positive,policy_regulation
7991,yes,neutral,environment_water
7992,yes,neutral,investment_buildout
7993,yes,negative,community_opposition
7994,yes,negative,energy_grid
7995,yes,negative,community_opposition
7996,yes,neutral,investment_buildout
7997,yes,negative,community_opposition
7998,yes,neutral,policy_regulation
7999,yes,positive,jobs_economy
8000,yes,negative,investment_buildout
