id,relevant,sentiment,theme
7251,yes,positive,investment_buildout
7252,yes,neutral,investment_buildout
7253,yes,neutral,policy_regulation
7254,yes,positive,energy_grid
7255,yes,positive,energy_grid
7256,yes,positive,community_opposition
7257,yes,negative,community_opposition
7258,yes,neutral,investment_buildout
7259,yes,negative,investment_buildout
7260,yes,neutral,policy_regulation
7261,yes,positive,tech_operations
7262,yes,positive,energy_grid
7263,yes,neutral,energy_grid
7264,yes,negative,community_opposition
7265,yes,neutral,policy_regulation
7266,yes,neutral,energy_grid
7267,yes,neutral,energy_grid
7268,yes,positive,energy_grid
7269,yes,neutral,policy_regulation
7270,yes,neutral,policy_regulation
7271,yes,negative,environment_water
7272,yes,negative,community_opposition
7273,yes,positive,energy_grid
7274,yes,negative,policy_regulation
7275,yes,neutral,other
7276,yes,positive,energy_grid
7277,yes,negative,other
7278,yes,positive,investment_buildout
7279,yes,neutral,policy_regulation
7280,yes,neutral,policy_regulation
7281,yes,positive,investment_buildout
7282,yes,positive,investment_buildout
7283,yes,negative,community_opposition
7284,yes,positive,tech_operations
7285,yes,neutral,investment_buildout
7286,yes,positive,tech_operations
7287,yes,positive,investment_buildout
7288,yes,positive,jobs_economy
7289,yes,neutral,community_opposition
7290,yes,neutral,tech_operations
7291,yes,neutral,energy_grid
7292,yes,positive,jobs_economy
7293,yes,negative,community_opposition
7294,yes,positive,investment_buildout
7295,yes,negative,policy_regulation
7296,yes,neutral,investment_buildout
7297,no,neutral,other
7298,yes,positive,investment_buildout
7299,yes,neutral,energy_grid
7300,yes,positive,investment_buildout
7301,yes,negative,tech_operations
7302,yes,positive,tech_operations
7303,yes,positive,tech_operations
7304,yes,negative,environment_water
7305,yes,negative,environment_water
7306,yes,negative,community_opposition
7307,yes,negative,investment_buildout
7308,no,neutral,other
7309,yes,positive,investment_buildout
7310,yes,neutral,policy_regulation
7311,yes,positive,investment_buildout
7312,yes,neutral,community_opposition
7313,yes,negative,energy_grid
7314,yes,neutral,policy_regulation
7315,yes,negative,energy_grid
7316,yes,negative,jobs_economy
7317,yes,neutral,investment_buildout
7318,yes,positive,investment_buildout
7319,no,neutral,other
7320,yes,positive,energy_grid
7321,yes,positive,investment_buildout
7322,yes,positive,tech_operations
7323,yes,positive,investment_buildout
7324,yes,neutral,community_opposition
7325,yes,negative,policy_regulation
7326,yes,neutral,investment_buildout
7327,yes,positive,tech_operations
7328,yes,positive,investment_buildout
7329,yes,negative,community_opposition
7330,yes,positive,investment_buildout
7331,yes,neutral,policy_regulation
7332,yes,negative,energy_grid
7333,yes,negative,community_opposition
7334,yes,positive,investment_buildout
7335,yes,neutral,community_opposition
7336,yes,negative,environment_water
7337,yes,neutral,policy_regulation
7338,yes,negative,community_opposition
7339,yes,neutral,environment_water
7340,yes,neutral,other
7341,yes,negative,community_opposition
7342,yes,negative,energy_grid
7343,yes,negative,tech_operations
7344,yes,positive,investment_buildout
7345,yes,positive,energy_grid
7346,yes,neutral,energy_grid
7347,yes,neutral,policy_regulation
7348,yes,positive,investment_buildout
7349,yes,positive,investment_buildout
7350,yes,positive,environment_water
7351,yes,positive,investment_buildout
7352,yes,neutral,policy_regulation
7353,yes,neutral,tech_operations
7354,yes,negative,community_opposition
7355,yes,positive,investment_buildout
7356,yes,positive,investment_buildout
7357,yes,positive,investment_buildout
7358,yes,neutral,policy_regulation
7359,yes,positive,policy_regulation
7360,no,neutral,other
7361,yes,positive,tech_operations
7362,no,neutral,other
7363,yes,neutral,investment_buildout
7364,yes,positive,jobs_economy
7365,yes,positive,investment_buildout
7366,yes,negative,community_opposition
7367,yes,neutral,policy_regulation
7368,no,neutral,other
7369,yes,positive,energy_grid
7370,yes,neutral,tech_operations
7371,yes,neutral,investment_buildout
7372,yes,positive,energy_grid
7373,yes,negative,policy_regulation
7374,yes,negative,policy_regulation
7375,yes,neutral,policy_regulation
7376,yes,positive,investment_buildout
7377,yes,positive,tech_operations
7378,yes,neutral,environment_water
7379,yes,neutral,community_opposition
7380,yes,negative,community_opposition
7381,yes,negative,community_opposition
7382,yes,neutral,investment_buildout
7383,yes,positive,investment_buildout
7384,yes,positive,investment_buildout
7385,yes,neutral,investment_buildout
7386,yes,negative,community_opposition
7387,yes,neutral,policy_regulation
7388,yes,negative,policy_regulation
7389,yes,negative,community_opposition
7390,yes,positive,investment_buildout
7391,yes,negative,energy_grid
7392,yes,positive,investment_buildout
7393,yes,neutral,investment_buildout
7394,yes,neutral,investment_buildout
7395,yes,neutral,community_opposition
7396,yes,neutral,investment_buildout
7397,yes,neutral,investment_buildout
7398,yes,positive,investment_buildout
7399,yes,positive,investment_buildout
7400,yes,positive,investment_buildout
7401,yes,positive,investment_buildout
7402,yes,neutral,tech_operations
7403,yes,positive,energy_grid
7404,yes,positive,investment_buildout
7405,yes,negative,environment_water
7406,no,neutral,other
7407,yes,negative,environment_water
7408,yes,positive,jobs_economy
7409,yes,neutral,other
7410,yes,neutral,other
7411,yes,negative,tech_operations
7412,yes,neutral,tech_operations
7413,yes,negative,tech_operations
7414,yes,neutral,environment_water
7415,yes,negative,community_opposition
7416,yes,neutral,other
7417,yes,positive,energy_grid
7418,yes,neutral,policy_regulation
7419,yes,positive,investment_buildout
7420,yes,neutral,investment_buildout
7421,yes,neutral,other
7422,yes,neutral,investment_buildout
7423,yes,negative,energy_grid
7424,yes,positive,investment_buildout
7425,yes,positive,energy_grid
7426,yes,positive,tech_operations
7427,yes,negative,environment_water
7428,yes,neutral,community_opposition
7429,yes,negative,investment_buildout
7430,yes,negative,policy_regulation
7431,yes,negative,community_opposition
7432,yes,negative,jobs_economy
7433,yes,positive,energy_grid
7434,yes,negative,environment_water
7435,yes,neutral,energy_grid
7436,yes,neutral,policy_regulation
7437,yes,positive,investment_buildout
7438,yes,positive,investment_buildout
7439,yes,neutral,investment_buildout
7440,yes,positive,energy_grid
7441,yes,neutral,other
7442,yes,positive,investment_buildout
7443,yes,positive,investment_buildout
7444,yes,positive,investment_buildout
7445,yes,neutral,community_opposition
7446,yes,neutral,policy_regulation
7447,yes,negative,policy_regulation
7448,yes,negative,energy_grid
7449,yes,neutral,energy_grid
7450,yes,negative,community_opposition
7451,yes,neutral,energy_grid
7452,yes,neutral,tech_operations
7453,yes,neutral,community_opposition
7454,yes,neutral,investment_buildout
7455,yes,negative,community_opposition
7456,yes,neutral,tech_operations
7457,yes,positive,investment_buildout
7458,yes,negative,policy_regulation
7459,yes,neutral,policy_regulation
7460,yes,neutral,policy_regulation
7461,yes,neutral,policy_regulation
7462,yes,neutral,policy_regulation
7463,yes,negative,energy_grid
7464,yes,positive,tech_operations
7465,yes,neutral,community_opposition
7466,yes,neutral,environment_water
7467,yes,positive,investment_buildout
7468,yes,positive,tech_operations
7469,yes,positive,investment_buildout
7470,yes,neutral,other
7471,yes,positive,energy_grid
7472,yes,neutral,tech_operations
7473,yes,neutral,other
7474,yes,positive,investment_buildout
7475,yes,neutral,policy_regulation
7476,yes,negative,community_opposition
7477,yes,positive,investment_buildout
7478,yes,neutral,environment_water
7479,yes,positive,energy_grid
7480,yes,positive,tech_operations
7481,yes,neutral,tech_operations
7482,yes,positive,investment_buildout
7483,yes,negative,community_opposition
7484,yes,positive,tech_operations
7485,yes,positive,energy_grid
7486,yes,negative,community_opposition
7487,yes,positive,energy_grid
7488,yes,positive,policy_regulation
7489,yes,negative,energy_grid
7490,yes,neutral,tech_operations
7491,yes,positive,energy_grid
7492,yes,neutral,investment_buildout
7493,yes,negative,policy_regulation
7494,yes,negative,energy_grid
7495,yes,neutral,other
7496,yes,positive,investment_buildout
7497,yes,neutral,policy_regulation
7498,yes,neutral,other
7499,yes,negative,energy_grid
7500,yes,neutral,investment_buildout
