id,relevant,sentiment,theme
1251,yes,positive,tech_operations
1252,yes,negative,community_opposition
1253,yes,negative,community_opposition
1254,yes,positive,energy_grid
1255,no,neutral,other
1256,yes,positive,investment_buildout
1257,yes,positive,investment_buildout
1258,yes,neutral,tech_operations
1259,no,neutral,other
1260,yes,positive,investment_buildout
1261,yes,positive,investment_buildout
1262,no,neutral,other
1263,yes,positive,investment_buildout
1264,yes,neutral,tech_operations
1265,yes,positive,tech_operations
1266,yes,neutral,tech_operations
1267,yes,neutral,investment_buildout
1268,yes,positive,tech_operations
1269,yes,positive,investment_buildout
1270,yes,positive,investment_buildout
1271,yes,positive,investment_buildout
1272,yes,positive,investment_buildout
1273,yes,positive,environment_water
1274,yes,positive,tech_operations
1275,yes,neutral,investment_buildout
1276,yes,neutral,investment_buildout
1277,yes,positive,tech_operations
1278,yes,negative,tech_operations
1279,yes,negative,community_opposition
1280,yes,negative,community_opposition
1281,yes,negative,environment_water
1282,yes,neutral,other
1283,yes,positive,tech_operations
1284,yes,positive,investment_buildout
1285,yes,positive,tech_operations
1286,yes,neutral,investment_buildout
1287,yes,negative,community_opposition
1288,yes,neutral,investment_buildout
1289,yes,positive,tech_operations
1290,yes,neutral,tech_operations
1291,yes,positive,tech_operations
1292,yes,positive,investment_buildout
1293,yes,positive,environment_water
1294,yes,neutral,investment_buildout
1295,yes,positive,investment_buildout
1296,yes,positive,investment_buildout
1297,yes,neutral,investment_buildout
1298,yes,positive,investment_buildout
1299,yes,positive,tech_operations
1300,no,neutral,other
1301,yes,negative,tech_operations
1302,yes,positive,energy_grid
1303,yes,positive,investment_buildout
1304,yes,positive,investment_buildout
1305,yes,neutral,policy_regulation
1306,yes,positive,tech_operations
1307,yes,positive,investment_buildout
1308,yes,positive,tech_operations
1309,yes,negative,community_opposition
1310,yes,neutral,community_opposition
1311,yes,negative,community_opposition
1312,no,neutral,other
1313,yes,positive,investment_buildout
1314,yes,positive,investment_buildout
1315,yes,positive,environment_water
1316,yes,positive,investment_buildout
1317,yes,positive,energy_grid
1318,yes,positive,investment_buildout
1319,yes,neutral,tech_operations
1320,yes,positive,energy_grid
1321,yes,positive,tech_operations
1322,yes,positive,tech_operations
1323,yes,neutral,investment_buildout
1324,no,neutral,other
