id,relevant,sentiment,theme
8001,yes,neutral,energy_grid
8002,yes,neutral,community_opposition
8003,yes,neutral,policy_regulation
8004,yes,negative,community_opposition
8005,yes,negative,investment_buildout
8006,yes,negative,community_opposition
8007,yes,negative,community_opposition
8008,yes,neutral,policy_regulation
8009,yes,negative,community_opposition
8010,yes,negative,other
8011,yes,negative,community_opposition
8012,yes,positive,investment_buildout
8013,yes,neutral,environment_water
8014,yes,positive,investment_buildout
8015,yes,negative,policy_regulation
8016,yes,neutral,investment_buildout
8017,yes,negative,community_opposition
8018,yes,positive,investment_buildout
8019,yes,negative,environment_water
8020,yes,negative,tech_operations
8021,yes,positive,investment_buildout
8022,yes,neutral,community_opposition
8023,yes,negative,policy_regulation
8024,yes,positive,investment_buildout
8025,yes,negative,community_opposition
8026,yes,neutral,policy_regulation
8027,yes,negative,energy_grid
8028,yes,negative,energy_grid
8029,yes,positive,investment_buildout
8030,yes,positive,investment_buildout
8031,yes,neutral,energy_grid
8032,yes,negative,community_opposition
8033,yes,positive,energy_grid
8034,yes,neutral,investment_buildout
8035,yes,negative,community_opposition
8036,yes,neutral,policy_regulation
8037,yes,negative,energy_grid
8038,yes,negative,community_opposition
8039,yes,negative,community_opposition
8040,yes,positive,investment_buildout
8041,yes,positive,investment_buildout
8042,yes,positive,jobs_economy
8043,yes,positive,investment_buildout
8044,yes,neutral,community_opposition
8045,yes,neutral,investment_buildout
8046,yes,negative,environment_water
8047,yes,negative,environment_water
8048,yes,positive,policy_regulation
8049,yes,negative,investment_buildout
8050,yes,neutral,policy_regulation
8051,yes,positive,tech_operations
8052,yes,positive,energy_grid
8053,yes,negative,policy_regulation
8054,yes,negative,community_opposition
8055,yes,negative,community_opposition
8056,yes,negative,energy_grid
8057,yes,negative,community_opposition
8058,yes,positive,investment_buildout
8059,yes,negative,policy_regulation
8060,yes,negative,community_opposition
8061,yes,positive,tech_operations
8062,yes,negative,energy_grid
8063,yes,neutral,community_opposition
8064,yes,neutral,community_opposition
8065,yes,positive,investment_buildout
8066,yes,positive,investment_buildout
8067,yes,positive,investment_buildout
8068,yes,negative,energy_grid
8069,yes,negative,policy_regulation
8070,yes,negative,investment_buildout
8071,yes,neutral,community_opposition
8072,yes,neutral,investment_buildout
8073,yes,neutral,policy_regulation
8074,yes,negative,policy_regulation
8075,yes,negative,energy_grid
8076,yes,positive,investment_buildout
8077,yes,positive,energy_grid
8078,yes,negative,policy_regulation
8079,yes,negative,community_opposition
8080,yes,positive,energy_grid
8081,yes,negative,policy_regulation
8082,yes,negative,investment_buildout
8083,yes,positive,energy_grid
8084,yes,neutral,environment_water
8085,yes,neutral,investment_buildout
8086,yes,negative,policy_regulation
8087,yes,neutral,environment_water
8088,yes,negative,tech_operations
8089,yes,neutral,community_opposition
8090,yes,positive,energy_grid
8091,yes,neutral,policy_regulation
8092,yes,negative,community_opposition
8093,yes,positive,investment_buildout
8094,yes,positive,tech_operations
8095,yes,positive,investment_buildout
8096,yes,negative,community_opposition
8097,yes,negative,energy_grid
8098,yes,negative,environment_water
8099,yes,negative,environment_water
8100,yes,neutral,policy_regulation
