id,relevant,sentiment,theme
4001,yes,positive,investment_buildout
4002,yes,positive,investment_buildout
4003,yes,neutral,investment_buildout
4004,yes,positive,investment_buildout
4005,yes,neutral,policy_regulation
4006,yes,neutral,investment_buildout
4007,no,neutral,other
4008,yes,negative,energy_grid
4009,yes,negative,policy_regulation
4010,yes,neutral,tech_operations
4011,no,neutral,other
4012,yes,neutral,community_opposition
4013,yes,positive,investment_buildout
4014,yes,positive,investment_buildout
4015,yes,neutral,investment_buildout
4016,yes,positive,investment_buildout
4017,yes,neutral,investment_buildout
4018,yes,neutral,policy_regulation
4019,yes,neutral,investment_buildout
4020,yes,neutral,investment_buildout
4021,yes,neutral,tech_operations
4022,yes,positive,investment_buildout
4023,no,neutral,other
4024,yes,positive,investment_buildout
4025,yes,positive,investment_buildout
4026,yes,positive,investment_buildout
4027,no,neutral,other
4028,yes,positive,investment_buildout
4029,yes,neutral,investment_buildout
4030,yes,negative,policy_regulation
4031,yes,positive,tech_operations
4032,yes,positive,investment_buildout
4033,yes,positive,investment_buildout
4034,yes,positive,investment_buildout
4035,yes,positive,investment_buildout
4036,yes,neutral,energy_grid
4037,yes,negative,investment_buildout
4038,yes,positive,investment_buildout
4039,yes,positive,investment_buildout
4040,yes,neutral,investment_buildout
4041,no,neutral,other
4042,yes,positive,tech_operations
4043,yes,positive,tech_operations
4044,yes,neutral,tech_operations
4045,no,neutral,other
4046,no,neutral,other
4047,yes,positive,investment_buildout
4048,yes,positive,investment_buildout
4049,yes,positive,investment_buildout
4050,yes,positive,investment_buildout
4051,yes,neutral,tech_operations
4052,yes,positive,investment_buildout
4053,yes,neutral,investment_buildout
4054,yes,neutral,investment_buildout
4055,yes,positive,investment_buildout
4056,yes,positive,jobs_economy
4057,yes,positive,investment_buildout
4058,yes,positive,energy_grid
4059,no,neutral,other
4060,no,neutral,other
4061,yes,positive,investment_buildout
4062,yes,neutral,investment_buildout
4063,yes,negative,energy_grid
4064,yes,neutral,investment_buildout
4065,yes,neutral,tech_operations
4066,yes,positive,investment_buildout
4067,yes,positive,tech_operations
4068,yes,positive,investment_buildout
4069,yes,neutral,investment_buildout
4070,yes,neutral,jobs_economy
4071,yes,neutral,community_opposition
4072,yes,positive,investment_buildout
4073,yes,neutral,investment_buildout
4074,yes,positive,investment_buildout
4075,yes,positive,investment_buildout
4076,yes,neutral,investment_buildout
4077,yes,neutral,investment_buildout
4078,yes,positive,investment_buildout
4079,yes,positive,investment_buildout
4080,yes,positive,tech_operations
4081,yes,neutral,tech_operations
4082,yes,positive,environment_water
4083,yes,positive,tech_operations
4084,yes,positive,investment_buildout
4085,yes,positive,investment_buildout
4086,yes,positive,investment_buildout
4087,yes,positive,investment_buildout
4088,yes,positive,investment_buildout
4089,yes,positive,investment_buildout
4090,yes,neutral,environment_water
4091,yes,negative,environment_water
4092,yes,positive,investment_buildout
4093,yes,positive,tech_operations
4094,yes,negative,community_opposition
4095,yes,neutral,investment_buildout
4096,yes,positive,investment_buildout
4097,yes,neutral,investment_buildout
4098,yes,positive,tech_operations
4099,yes,positive,tech_operations
4100,yes,neutral,investment_buildout
4101,yes,neutral,tech_operations
4102,yes,neutral,investment_buildout
4103,yes,neutral,tech_operations
4104,yes,positive,investment_buildout
4105,no,neutral,other
4106,yes,negative,environment_water
4107,yes,positive,energy_grid
4108,yes,neutral,tech_operations
4109,yes,positive,investment_buildout
4110,no,neutral,other
4111,yes,positive,investment_buildout
4112,yes,negative,energy_grid
4113,yes,neutral,investment_buildout
4114,no,neutral,other
4115,yes,neutral,energy_grid
4116,yes,neutral,investment_buildout
4117,yes,neutral,investment_buildout
4118,yes,positive,investment_buildout
4119,no,neutral,other
4120,yes,positive,investment_buildout
4121,yes,negative,policy_regulation
4122,yes,positive,investment_buildout
4123,yes,positive,investment_buildout
4124,no,neutral,other
4125,yes,positive,investment_buildout
4126,yes,neutral,tech_operations
4127,yes,positive,investment_buildout
4128,no,neutral,other
4129,yes,positive,energy_grid
4130,yes,negative,energy_grid
4131,yes,neutral,investment_buildout
4132,yes,negative,energy_grid
4133,yes,positive,tech_operations
4134,no,neutral,other
4135,yes,positive,investment_buildout
4136,yes,positive,other
4137,yes,neutral,investment_buildout
4138,yes,positive,tech_operations
4139,yes,positive,investment_buildout
4140,no,neutral,other
4141,yes,neutral,tech_operations
4142,yes,positive,investment_buildout
4143,yes,positive,investment_buildout
4144,yes,positive,investment_buildout
4145,yes,neutral,investment_buildout
4146,yes,positive,energy_grid
4147,yes,neutral,investment_buildout
4148,yes,positive,tech_operations
4149,yes,neutral,tech_operations
4150,yes,neutral,tech_operations
4151,yes,neutral,investment_buildout
4152,yes,positive,investment_buildout
4153,yes,neutral,tech_operations
4154,yes,positive,environment_water
4155,yes,positive,investment_buildout
4156,yes,neutral,investment_buildout
4157,yes,neutral,community_opposition
4158,yes,positive,tech_operations
4159,yes,positive,investment_buildout
4160,no,neutral,other
4161,yes,neutral,investment_buildout
4162,yes,positive,investment_buildout
4163,yes,positive,tech_operations
4164,yes,positive,tech_operations
4165,no,neutral,other
4166,yes,positive,investment_buildout
4167,yes,neutral,tech_operations
4168,yes,positive,jobs_economy
4169,no,neutral,other
4170,yes,neutral,tech_operations
4171,yes,positive,tech_operations
4172,yes,positive,energy_grid
4173,yes,neutral,energy_grid
4174,yes,positive,investment_buildout
4175,yes,positive,investment_buildout
4176,yes,positive,energy_grid
4177,yes,positive,investment_buildout
4178,yes,neutral,policy_regulation
4179,yes,positive,investment_buildout
4180,yes,positive,investment_buildout
4181,yes,positive,tech_operations
4182,yes,positive,tech_operations
4183,yes,neutral,investment_buildout
4184,yes,positive,investment_buildout
4185,yes,positive,investment_buildout
4186,yes,positive,energy_grid
4187,yes,positive,tech_operations
4188,yes,negative,other
4189,yes,positive,investment_buildout
4190,yes,neutral,investment_buildout
4191,yes,neutral,investment_buildout
4192,yes,positive,investment_buildout
4193,no,neutral,other
4194,no,neutral,other
4195,yes,positive,tech_operations
4196,yes,neutral,investment_buildout
4197,yes,neutral,environment_water
4198,yes,positive,investment_buildout
4199,yes,negative,environment_water
4200,yes,positive,investment_buildout
4201,yes,positive,investment_buildout
4202,yes,negative,energy_grid
4203,yes,positive,investment_buildout
4204,yes,positive,energy_grid
4205,yes,negative,policy_regulation
4206,yes,positive,investment_buildout
4207,yes,positive,investment_buildout
4208,yes,positive,energy_grid
4209,no,neutral,other
4210,yes,positive,investment_buildout
4211,yes,positive,energy_grid
4212,yes,positive,investment_buildout
4213,yes,positive,investment_buildout
4214,yes,neutral,energy_grid
4215,yes,positive,investment_buildout
4216,yes,positive,tech_operations
4217,yes,positive,investment_buildout
4218,yes,neutral,investment_buildout
4219,yes,positive,tech_operations
4220,yes,positive,investment_buildout
4221,yes,positive,investment_buildout
4222,yes,positive,investment_buildout
4223,yes,positive,investment_buildout
4224,no,neutral,other
4225,yes,neutral,energy_grid
4226,yes,positive,investment_buildout
4227,no,neutral,other
4228,no,neutral,other
4229,yes,positive,tech_operations
4230,yes,positive,investment_buildout
4231,yes,neutral,tech_operations
4232,no,neutral,other
4233,yes,positive,investment_buildout
4234,yes,positive,investment_buildout
4235,yes,positive,tech_operations
4236,yes,positive,jobs_economy
4237,yes,neutral,investment_buildout
