id,relevant,sentiment,theme
7001,yes,negative,community_opposition
7002,yes,negative,policy_regulation
7003,yes,neutral,energy_grid
7004,yes,neutral,energy_grid
7005,yes,positive,energy_grid
7006,yes,positive,tech_operations
7007,yes,positive,investment_buildout
7008,yes,neutral,policy_regulation
7009,yes,positive,investment_buildout
7010,yes,positive,energy_grid
7011,yes,negative,community_opposition
7012,yes,positive,investment_buildout
7013,yes,positive,investment_buildout
7014,yes,negative,energy_grid
7015,yes,neutral,other
7016,yes,positive,investment_buildout
7017,yes,positive,investment_buildout
7018,yes,neutral,policy_regulation
7019,yes,neutral,policy_regulation
7020,yes,neutral,policy_regulation
7021,yes,positive,investment_buildout
7022,no,neutral,other
7023,yes,positive,investment_buildout
7024,yes,positive,investment_buildout
7025,yes,positive,investment_buildout
7026,yes,neutral,investment_buildout
7027,yes,negative,community_opposition
7028,yes,positive,investment_buildout
7029,yes,positive,investment_buildout
7030,yes,positive,investment_buildout
7031,yes,negative,community_opposition
7032,yes,negative,community_opposition
7033,yes,negative,energy_grid
7034,yes,positive,jobs_economy
7035,yes,neutral,energy_grid
7036,no,neutral,other
7037,yes,positive,investment_buildout
7038,yes,positive,tech_operations
7039,yes,negative,community_opposition
7040,yes,negative,community_opposition
7041,yes,positive,energy_grid
7042,no,neutral,other
7043,yes,positive,energy_grid
7044,yes,negative,community_opposition
7045,yes,negative,community_opposition
7046,yes,positive,investment_buildout
7047,yes,positive,jobs_economy
7048,yes,positive,investment_buildout
7049,yes,negative,energy_grid
7050,yes,neutral,investment_buildout
7051,yes,positive,energy_grid
7052,yes,negative,energy_grid
7053,yes,negative,community_opposition
7054,yes,neutral,policy_regulation
7055,yes,neutral,community_opposition
7056,yes,neutral,other
7057,yes,positive,investment_buildout
7058,yes,positive,investment_buildout
7059,yes,positive,investment_buildout
7060,yes,positive,tech_operations
7061,yes,positive,investment_buildout
7062,yes,negative,energy_grid
7063,yes,positive,tech_operations
7064,yes,positive,environment_water
7065,yes,negative,energy_grid
7066,yes,negative,energy_grid
7067,yes,negative,community_opposition
7068,yes,positive,investment_buildout
7069,no,neutral,other
7070,yes,neutral,policy_regulation
7071,yes,negative,community_opposition
7072,yes,negative,community_opposition
7073,yes,positive,investment_buildout
7074,yes,negative,community_opposition
7075,no,neutral,other
7076,yes,negative,community_opposition
7077,yes,negative,investment_buildout
7078,yes,negative,energy_grid
7079,yes,positive,energy_grid
7080,yes,positive,investment_buildout
7081,yes,positive,investment_buildout
7082,yes,positive,energy_grid
7083,yes,negative,energy_grid
7084,yes,positive,investment_buildout
7085,yes,positive,energy_grid
7086,yes,neutral,policy_regulation
7087,yes,positive,investment_buildout
7088,yes,positive,investment_buildout
7089,yes,neutral,tech_operations
7090,yes,neutral,environment_water
7091,yes,neutral,investment_buildout
7092,yes,positive,investment_buildout
7093,yes,positive,investment_buildout
7094,yes,negative,community_opposition
7095,yes,neutral,investment_buildout
7096,yes,positive,tech_operations
7097,yes,negative,community_opposition
7098,yes,neutral,policy_regulation
7099,yes,negative,community_opposition
7100,yes,positive,tech_operations
7101,yes,negative,tech_operations
7102,yes,positive,community_opposition
7103,yes,positive,jobs_economy
7104,yes,positive,investment_buildout
7105,yes,neutral,policy_regulation
7106,yes,positive,tech_operations
7107,yes,positive,energy_grid
7108,yes,positive,jobs_economy
7109,yes,positive,energy_grid
7110,yes,neutral,energy_grid
7111,yes,neutral,policy_regulation
7112,yes,neutral,policy_regulation
7113,yes,neutral,environment_water
7114,yes,positive,policy_regulation
7115,yes,positive,investment_buildout
7116,yes,positive,investment_buildout
7117,yes,negative,community_opposition
7118,yes,neutral,policy_regulation
7119,yes,negative,community_opposition
7120,yes,positive,investment_buildout
7121,yes,positive,tech_operations
7122,yes,neutral,investment_buildout
7123,yes,neutral,investment_buildout
7124,yes,neutral,policy_regulation
7125,yes,positive,investment_buildout
7126,yes,negative,community_opposition
7127,yes,negative,energy_grid
7128,yes,negative,community_opposition
7129,yes,positive,investment_buildout
7130,yes,negative,investment_buildout
7131,yes,negative,community_opposition
7132,yes,negative,energy_grid
7133,yes,positive,policy_regulation
7134,yes,positive,investment_buildout
7135,yes,neutral,environment_water
7136,yes,neutral,investment_buildout
7137,yes,positive,tech_operations
7138,yes,positive,energy_grid
7139,yes,positive,investment_buildout
7140,yes,positive,investment_buildout
7141,yes,positive,investment_buildout
7142,yes,positive,energy_grid
7143,yes,negative,energy_grid
7144,yes,negative,environment_water
7145,yes,neutral,investment_buildout
7146,yes,neutral,community_opposition
7147,yes,neutral,investment_buildout
7148,yes,neutral,community_opposition
7149,yes,negative,community_opposition
7150,yes,neutral,investment_buildout
7151,yes,negative,energy_grid
7152,yes,neutral,policy_regulation
7153,yes,negative,community_opposition
7154,yes,positive,investment_buildout
7155,yes,negative,community_opposition
7156,yes,negative,community_opposition
7157,yes,neutral,investment_buildout
7158,yes,positive,investment_buildout
7159,yes,positive,investment_buildout
7160,no,neutral,other
7161,yes,neutral,other
7162,yes,positive,energy_grid
7163,yes,negative,community_opposition
7164,yes,neutral,investment_buildout
7165,yes,positive,investment_buildout
7166,yes,neutral,investment_buildout
7167,yes,positive,energy_grid
7168,yes,positive,investment_buildout
7169,yes,negative,community_opposition
7170,yes,negative,community_opposition
7171,yes,neutral,community_opposition
7172,yes,neutral,investment_buildout
7173,yes,positive,investment_buildout
7174,yes,negative,community_opposition
7175,yes,negative,community_opposition
7176,yes,positive,investment_buildout
7177,yes,positive,investment_buildout
7178,yes,negative,community_opposition
7179,yes,positive,energy_grid
7180,yes,negative,community_opposition
7181,yes,positive,investment_buildout
7182,yes,positive,investment_buildout
7183,yes,negative,community_opposition
7184,yes,negative,environment_water
7185,yes,negative,community_opposition
7186,yes,negative,community_opposition
7187,yes,negative,community_opposition
7188,yes,positive,tech_operations
7189,yes,neutral,policy_regulation
7190,yes,neutral,energy_grid
7191,yes,neutral,policy_regulation
7192,yes,positive,investment_buildout
7193,yes,neutral,investment_buildout
7194,yes,negative,community_opposition
7195,yes,positive,investment_buildout
7196,yes,positive,investment_buildout
7197,yes,positive,investment_buildout
7198,yes,positive,policy_regulation
7199,yes,positive,investment_buildout
7200,yes,negative,environment_water
7201,yes,negative,community_opposition
7202,yes,negative,environment_water
7203,yes,positive,tech_operations
7204,yes,negative,environment_water
7205,yes,positive,energy_grid
7206,yes,negative,community_opposition
7207,no,neutral,other
7208,yes,negative,community_opposition
7209,yes,negative,community_opposition
7210,yes,neutral,investment_buildout
