id,relevant,sentiment,theme
5251,yes,positive,investment_buildout
5252,yes,positive,energy_grid
5253,yes,negative,community_opposition
5254,yes,negative,energy_grid
5255,yes,positive,investment_buildout
5256,yes,positive,investment_buildout
5257,yes,neutral,tech_operations
5258,yes,positive,investment_buildout
5259,yes,neutral,policy_regulation
5260,yes,negative,community_opposition
5261,yes,positive,investment_buildout
5262,yes,neutral,policy_regulation
5263,yes,negative,community_opposition
5264,yes,positive,environment_water
5265,yes,positive,tech_operations
5266,yes,neutral,investment_buildout
5267,yes,positive,tech_operations
5268,yes,positive,energy_grid
5269,yes,positive,energy_grid
5270,yes,positive,investment_buildout
5271,yes,negative,energy_grid
5272,yes,positive,investment_buildout
5273,yes,positive,energy_grid
5274,yes,positive,policy_regulation
5275,yes,positive,investment_buildout
5276,yes,positive,investment_buildout
5277,yes,positive,investment_buildout
5278,yes,negative,energy_grid
5279,yes,positive,investment_buildout
5280,yes,positive,investment_buildout
5281,yes,positive,investment_buildout
5282,yes,positive,jobs_economy
5283,yes,negative,energy_grid
5284,yes,neutral,policy_regulation
5285,yes,neutral,tech_operations
5286,yes,negative,energy_grid
5287,yes,neutral,tech_operations
5288,yes,positive,investment_buildout
5289,yes,positive,investment_buildout
5290,yes,negative,energy_grid
5291,yes,positive,investment_buildout
5292,yes,positive,energy_grid
5293,yes,neutral,tech_operations
5294,yes,negative,community_opposition
5295,yes,negative,energy_grid
5296,yes,negative,energy_grid
5297,yes,positive,investment_buildout
5298,yes,positive,tech_operations
5299,yes,positive,investment_buildout
5300,yes,neutral,community_opposition
5301,yes,positive,investment_buildout
5302,no,neutral,other
5303,yes,neutral,investment_buildout
5304,yes,positive,investment_buildout
5305,yes,negative,policy_regulation
5306,yes,positive,investment_buildout
5307,yes,positive,investment_buildout
5308,yes,positive,energy_grid
5309,yes,positive,energy_grid
5310,yes,positive,investment_buildout
5311,yes,positive,energy_grid
5312,yes,negative,community_opposition
5313,yes,negative,energy_grid
5314,yes,neutral,investment_buildout
5315,yes,neutral,investment_buildout
5316,yes,neutral,investment_buildout
5317,yes,positive,energy_grid
5318,yes,positive,jobs_economy
5319,yes,positive,investment_buildout
5320,no,neutral,other
5321,yes,negative,energy_grid
5322,yes,positive,tech_operations
5323,yes,positive,investment_buildout
5324,yes,negative,tech_operations
5325,yes,positive,tech_operations
5326,yes,negative,energy_grid
5327,yes,positive,investment_buildout
5328,yes,positive,investment_buildout
5329,yes,positive,investment_buildout
5330,yes,positive,investment_buildout
5331,yes,positive,investment_buildout
5332,yes,positive,investment_buildout
5333,yes,negative,tech_operations
5334,yes,positive,investment_buildout
5335,yes,neutral,tech_operations
5336,yes,neutral,community_opposition
5337,yes,neutral,investment_buildout
5338,yes,positive,tech_operations
5339,yes,positive,investment_buildout
5340,yes,positive,investment_buildout
5341,yes,negative,energy_grid
5342,yes,neutral,energy_grid
5343,no,neutral,other
5344,yes,positive,jobs_economy
5345,yes,neutral,investment_buildout
5346,yes,neutral,energy_grid
5347,yes,neutral,tech_operations
5348,yes,positive,investment_buildout
5349,yes,positive,investment_buildout
5350,yes,positive,investment_buildout
5351,yes,negative,community_opposition
5352,yes,positive,investment_buildout
5353,yes,neutral,investment_buildout
5354,yes,negative,energy_grid
5355,yes,negative,other
5356,no,neutral,other
5357,yes,positive,energy_grid
5358,yes,positive,investment_buildout
5359,yes,positive,investment_buildout
5360,yes,positive,tech_operations
5361,yes,neutral,policy_regulation
5362,yes,negative,energy_grid
5363,yes,negative,energy_grid
5364,yes,positive,environment_water
5365,yes,positive,tech_operations
5366,yes,negative,energy_grid
5367,yes,positive,investment_buildout
5368,yes,negative,energy_grid
5369,yes,neutral,investment_buildout
5370,yes,positive,investment_buildout
5371,yes,negative,tech_operations
5372,yes,negative,energy_grid
5373,yes,negative,tech_operations
5374,yes,positive,investment_buildout
5375,yes,negative,energy_grid
5376,no,neutral,other
5377,yes,positive,investment_buildout
5378,yes,neutral,tech_operations
5379,no,neutral,other
5380,yes,positive,policy_regulation
5381,yes,positive,tech_operations
5382,yes,positive,tech_operations
5383,yes,positive,investment_buildout
5384,yes,negative,energy_grid
5385,yes,positive,investment_buildout
5386,yes,positive,tech_operations
5387,yes,neutral,investment_buildout
5388,yes,positive,investment_buildout
5389,yes,neutral,energy_grid
5390,yes,positive,investment_buildout
5391,yes,neutral,investment_buildout
5392,yes,negative,community_opposition
5393,yes,negative,environment_water
5394,yes,positive,investment_buildout
5395,no,neutral,other
5396,yes,positive,investment_buildout
5397,yes,positive,investment_buildout
5398,yes,positive,investment_buildout
5399,yes,positive,energy_grid
5400,yes,neutral,tech_operations
5401,yes,neutral,tech_operations
5402,yes,positive,tech_operations
5403,yes,neutral,energy_grid
5404,yes,positive,investment_buildout
5405,yes,positive,investment_buildout
5406,yes,negative,community_opposition
5407,yes,positive,investment_buildout
5408,yes,neutral,investment_buildout
5409,yes,negative,energy_grid
5410,yes,positive,investment_buildout
5411,yes,positive,investment_buildout
5412,yes,positive,investment_buildout
5413,yes,positive,investment_buildout
5414,yes,positive,tech_operations
5415,yes,neutral,tech_operations
5416,yes,positive,investment_buildout
5417,yes,neutral,community_opposition
5418,yes,negative,energy_grid
5419,yes,positive,investment_buildout
5420,yes,neutral,environment_water
5421,yes,negative,environment_water
5422,no,neutral,other
5423,no,neutral,other
5424,yes,neutral,investment_buildout
5425,yes,positive,investment_buildout
5426,yes,positive,environment_water
5427,yes,positive,investment_buildout
5428,yes,positive,investment_buildout
5429,no,neutral,other
5430,yes,positive,investment_buildout
5431,yes,positive,investment_buildout
5432,yes,positive,investment_buildout
5433,yes,positive,investment_buildout
5434,yes,positive,investment_buildout
5435,yes,positive,community_opposition
5436,yes,positive,investment_buildout
5437,yes,neutral,policy_regulation
5438,yes,neutral,tech_operations
5439,yes,negative,community_opposition
5440,yes,negative,policy_regulation
5441,yes,positive,investment_buildout
5442,yes,positive,tech_operations
5443,yes,neutral,energy_grid
5444,yes,negative,energy_grid
5445,yes,positive,investment_buildout
5446,yes,negative,policy_regulation
5447,yes,positive,energy_grid
5448,yes,negative,investment_buildout
5449,yes,negative,energy_grid
5450,yes,negative,energy_grid
5451,yes,positive,investment_buildout
5452,yes,neutral,policy_regulation
5453,yes,positive,investment_buildout
