id,relevant,sentiment,theme
6501,yes,positive,energy_grid
6502,yes,neutral,tech_operations
6503,no,neutral,other
6504,yes,negative,community_opposition
6505,yes,negative,community_opposition
6506,yes,negative,community_opposition
6507,yes,positive,energy_grid
6508,yes,neutral,tech_operations
6509,yes,positive,investment_buildout
6510,yes,positive,energy_grid
6511,yes,negative,environment_water
6512,yes,negative,community_opposition
6513,yes,neutral,investment_buildout
6514,no,neutral,other
6515,yes,neutral,policy_regulation
6516,yes,neutral,investment_buildout
6517,yes,negative,community_opposition
6518,yes,positive,tech_operations
6519,yes,neutral,energy_grid
6520,no,neutral,other
6521,yes,negative,energy_grid
6522,no,neutral,other
6523,yes,neutral,investment_buildout
6524,yes,positive,energy_grid
6525,yes,negative,environment_water
6526,yes,positive,energy_grid
6527,yes,positive,tech_operations
6528,yes,positive,energy_grid
6529,yes,negative,investment_buildout
6530,yes,positive,energy_grid
6531,yes,positive,investment_buildout
6532,no,neutral,other
6533,yes,negative,community_opposition
6534,yes,negative,energy_grid
6535,yes,positive,jobs_economy
6536,no,neutral,other
6537,yes,positive,investment_buildout
6538,yes,positive,investment_buildout
6539,yes,neutral,investment_buildout
6540,yes,positive,investment_buildout
6541,yes,neutral,investment_buildout
6542,yes,neutral,investment_buildout
6543,yes,neutral,energy_grid
6544,yes,neutral,energy_grid
6545,yes,neutral,policy_regulation
6546,no,neutral,other
6547,yes,negative,community_opposition
6548,yes,positive,investment_buildout
6549,yes,negative,environment_water
6550,yes,positive,tech_operations
6551,no,neutral,other
6552,yes,positive,investment_buildout
6553,yes,neutral,tech_operations
6554,yes,positive,investment_buildout
6555,yes,neutral,policy_regulation
6556,yes,negative,energy_grid
6557,yes,neutral,policy_regulation
6558,yes,positive,energy_grid
6559,yes,positive,other
6560,yes,positive,tech_operations
6561,yes,negative,community_opposition
6562,no,neutral,other
6563,yes,positive,investment_buildout
6564,yes,positive,energy_grid
6565,yes,positive,investment_buildout
6566,yes,positive,investment_buildout
6567,yes,positive,investment_buildout
6568,yes,positive,investment_buildout
6569,yes,negative,environment_water
6570,yes,positive,investment_buildout
6571,yes,positive,investment_buildout
6572,yes,neutral,policy_regulation
6573,yes,negative,energy_grid
6574,yes,positive,investment_buildout
6575,yes,neutral,policy_regulation
6576,yes,negative,energy_grid
6577,yes,neutral,investment_buildout
6578,no,neutral,other
6579,yes,positive,tech_operations
6580,yes,negative,tech_operations
6581,yes,positive,tech_operations
6582,yes,positive,tech_operations
6583,yes,neutral,investment_buildout
6584,yes,negative,community_opposition
6585,yes,positive,energy_grid
6586,yes,positive,investment_buildout
6587,yes,neutral,policy_regulation
6588,no,neutral,other
6589,yes,positive,investment_buildout
6590,yes,neutral,investment_buildout
6591,yes,positive,energy_grid
6592,yes,positive,policy_regulation
6593,no,neutral,other
6594,yes,positive,investment_buildout
6595,yes,positive,policy_regulation
6596,yes,positive,tech_operations
6597,yes,negative,environment_water
6598,yes,neutral,investment_buildout
6599,yes,positive,investment_buildout
6600,yes,negative,policy_regulation
6601,yes,neutral,energy_grid
6602,yes,negative,environment_water
6603,yes,positive,investment_buildout
6604,yes,positive,energy_grid
6605,yes,positive,investment_buildout
6606,yes,neutral,community_opposition
6607,yes,neutral,energy_grid
6608,yes,positive,investment_buildout
6609,yes,negative,community_opposition
6610,yes,positive,investment_buildout
6611,yes,positive,investment_buildout
6612,yes,positive,investment_buildout
6613,yes,positive,jobs_economy
6614,yes,positive,energy_grid
6615,yes,positive,investment_buildout
6616,yes,negative,investment_buildout
6617,yes,positive,energy_grid
6618,yes,positive,investment_buildout
6619,yes,positive,tech_operations
6620,yes,positive,investment_buildout
6621,yes,positive,investment_buildout
6622,yes,neutral,investment_buildout
6623,yes,positive,investment_buildout
6624,yes,positive,investment_buildout
6625,yes,positive,investment_buildout
6626,yes,neutral,policy_regulation
6627,yes,positive,investment_buildout
6628,yes,positive,investment_buildout
6629,no,neutral,other
6630,yes,negative,energy_grid
6631,yes,neutral,community_opposition
6632,yes,positive,tech_operations
6633,yes,positive,investment_buildout
6634,yes,neutral,investment_buildout
6635,yes,negative,community_opposition
6636,yes,positive,investment_buildout
6637,yes,neutral,jobs_economy
6638,yes,neutral,jobs_economy
6639,yes,neutral,policy_regulation
6640,yes,positive,tech_operations
6641,yes,neutral,investment_buildout
6642,yes,negative,community_opposition
6643,yes,positive,investment_buildout
6644,yes,positive,tech_operations
6645,yes,neutral,energy_grid
6646,yes,neutral,policy_regulation
6647,yes,positive,investment_buildout
6648,yes,positive,tech_operations
6649,yes,positive,investment_buildout
6650,yes,negative,tech_operations
6651,yes,positive,energy_grid
6652,yes,neutral,energy_grid
6653,yes,neutral,investment_buildout
6654,yes,positive,energy_grid
6655,yes,positive,investment_buildout
6656,yes,neutral,investment_buildout
6657,yes,positive,policy_regulation
6658,yes,neutral,energy_grid
6659,yes,negative,investment_buildout
6660,yes,neutral,policy_regulation
6661,yes,neutral,investment_buildout
6662,yes,neutral,investment_buildout
6663,no,neutral,other
6664,yes,negative,community_opposition
6665,yes,negative,community_opposition
6666,yes,negative,community_opposition
6667,yes,positive,policy_regulation
6668,yes,neutral,investment_buildout
6669,yes,positive,investment_buildout
6670,yes,positive,investment_buildout
6671,yes,neutral,policy_regulation
6672,yes,positive,energy_grid
6673,yes,negative,energy_grid
6674,yes,positive,investment_buildout
6675,yes,positive,investment_buildout
6676,yes,neutral,policy_regulation
6677,yes,positive,tech_operations
6678,yes,positive,investment_buildout
6679,yes,positive,energy_grid
6680,yes,neutral,other
6681,yes,neutral,policy_regulation
6682,yes,negative,community_opposition
6683,no,neutral,other
6684,yes,negative,energy_grid
6685,yes,positive,investment_buildout
6686,yes,positive,investment_buildout
6687,yes,negative,community_opposition
6688,yes,positive,investment_buildout
6689,yes,positive,investment_buildout
6690,no,neutral,other
6691,yes,neutral,community_opposition
6692,yes,positive,investment_buildout
6693,yes,positive,investment_buildout
6694,yes,positive,jobs_economy
6695,yes,positive,energy_grid
6696,yes,positive,energy_grid
6697,yes,positive,jobs_economy
6698,yes,neutral,energy_grid
6699,yes,positive,energy_grid
6700,no,neutral,other
6701,yes,neutral,investment_buildout
6702,yes,positive,investment_buildout
6703,yes,neutral,policy_regulation
6704,yes,positive,investment_buildout
6705,yes,negative,community_opposition
6706,yes,negative,investment_buildout
6707,yes,positive,investment_buildout
6708,yes,negative,energy_grid
6709,yes,neutral,policy_regulation
6710,no,neutral,other
6711,yes,negative,community_opposition
6712,yes,neutral,investment_buildout
6713,yes,positive,investment_buildout
6714,yes,negative,community_opposition
6715,yes,negative,community_opposition
6716,yes,negative,community_opposition
6717,yes,negative,energy_grid
6718,yes,neutral,policy_regulation
6719,yes,positive,investment_buildout
6720,yes,negative,investment_buildout
6721,yes,positive,investment_buildout
6722,yes,negative,energy_grid
6723,yes,positive,tech_operations
6724,yes,negative,environment_water
6725,yes,negative,community_opposition
6726,yes,negative,environment_water
6727,yes,positive,policy_regulation
6728,yes,positive,jobs_economy
6729,yes,negative,community_opposition
6730,yes,positive,investment_buildout
6731,yes,positive,investment_buildout
6732,yes,positive,investment_buildout
6733,yes,positive,investment_buildout
6734,yes,negative,environment_water
6735,yes,positive,investment_buildout
6736,yes,neutral,energy_grid
6737,yes,negative,environment_water
6738,yes,positive,investment_buildout
6739,yes,positive,energy_grid
6740,yes,positive,tech_operations
6741,yes,positive,investment_buildout
6742,yes,negative,community_opposition
6743,no,neutral,other
6744,yes,negative,environment_water
6745,yes,positive,investment_buildout
6746,yes,neutral,policy_regulation
6747,yes,positive,investment_buildout
6748,yes,positive,investment_buildout
6749,yes,positive,energy_grid
6750,yes,positive,investment_buildout
